Name,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Recipes to Unlock,Version,Category,Serial ID,Internal ID,Unique Entry ID
  starry garland  ,10,star fragment,,,,,,,,,,,,200,NA,Celeste,,0,1.0.0,Wall-mounted,2231,430,9LShEjECc39Sdyxzt
  maple-leaf umbrella  ,7,maple leaf,,,,,,,,,,,NFS,,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Umbrellas,2980,541,MWAN27apJPewSFHiR
cherry-blossom pond stone,10,stone,3,cherry-blossom petal,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Housewares,820,511,5kPZxufBzifksrFoK
snowperson head,1,large snowflake,5,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Headwear,3280,637,6TuttvHpXz8cBQAqa
  Bunny Day table  ,4,earth egg,,,,,,,,,,,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Housewares,3701,705,9aQh9Qrq3vpQdqueu
Taurus bathtub,3,star fragment,2,Taurus fragment,1,gold nugget,8,stone,,,,,NFS,,NA,Celeste,,0,1.0.0,Housewares,2301,384,tCQiMeCmYy7QeEP2K
  wooden stool  ,4,wood,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Housewares,310,168,tCZg7fdKsKoJ2Ca6y
  coconut wall planter  ,1,coconut,5,clump of weeds,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Wall-mounted,1830,405,tw8LKPHQrkMZwgAua
  peach chair  ,10,peach,5,wood,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Housewares,1500,187,nCJGnLxvqbshrxxxD
POTTED IVY,5,clump of weeds,5,clay,,,,,,,,,,200,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Wall-mounted,1231,214,PRZpskqoyoPoT6g3c
star clock,3,star fragment,1,iron nugget,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Miscellaneous,2230,514,2svknEfP5LbMe6Qur
gold-armor shoes,4,gold nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,200,1.0.0,Shoes,1182,643,4nY6xoTSqFMjzsTLp
sakura-wood flooring,5,cherry-blossom petal,10,wood,,,,,,,,,,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Floors,2661,649,fPZCc3qyHmip4YE4o
  mushroom wreath  ,10,tree branch,1,round mushroom,1,skinny mushroom,1,flat mushroom,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Wall-mounted,3040,221,5XfaKLorByDHGp9pi
  PAW-PRINT DOORPLATE  ,3,wood,,,,,,,,,,,NFS,200,NA,Peppy villagers,,50,1.0.0,Wall-mounted,501,466,S3f74cedig2pCxFHu
PITFALL SEED,4,clump of weeds,6,tree branch,,,,,,,,,NFS,200,NA,Jock villagers,Also obtained from digging up an existing pitfall,100,1.0.0,Other,135,264,QB33ur4L2mq5CvL4X
APPLE WALL,20,apple,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,100,1.0.0,Wallpaper,1750,304,7azjirioafcXyzPHB
POND STONE,10,stone,,,,,,,,,,,NFS,200,NA,Snooty villagers,,0,1.0.0,Housewares,819,513,LqSfpSHJgQyAJDHkJ
  BAMBOO WALL DECORATION  ,1,bamboo piece,,,,,,,,,,,NFS,200,NA,Jock villagers,,50,1.0.0,Wall-mounted,2430,151,Xb2ywJv5tsDeSKG2H
  dark bamboo rug  ,6,bamboo piece,,,,,,,,,,,NFS,200,NA,Cranky villagers,,50,1.0.0,Rugs,2470,672,4FRs7iQAhxjseeyWP
infused-water dispenser,2,apple,2,pear,2,cherry,2,orange,2,peach,2,coconut,NFS,200,NA,Cranky villagers,,100,1.0.0,Miscellaneous,1901,400,t24vHrtE8fyRkzyWK
lily crown,2,red lilies,2,yellow lilies,2,white lilies,,,,,,,NFS,200,NA,All Villagers,,0,1.0.0,Headwear,3623,255,kAqnCE6oFFAeZvYXN
PEAR UMBRELLA,7,pear,,,,,,,,,,,,200,NA,Jock villagers,,100,1.0.0,Umbrellas,1680,617,Z4yN2HWQNGM9HYBZo
BRICK WELL,8,clay,5,wood,1,flimsy shovel,,,,,,,NFS,200,2000,Nook Miles Exchange,,0,1.0.0,Housewares,707,408,MZhaSK4GZ9D3jkRMw
chic tulip crown,2,purple tulips,2,pink tulips,1,orange tulips,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3610,244,AWo72X4YM3PnWSL2P
steel flooring,7,iron nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Floors,960,489,9ey59kSpvYXFaFzLz
  mush umbrella  ,3,flat mushroom,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Umbrellas,3080,648,PT3wRG87hdFbt8kgG
  IRON HANGER STAND  ,3,iron nugget,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,906,365,sFNTL2NeXckRLskP7
  STONE ARCH  ,90,stone,,,,,,,,,,,NFS,200,2000,Nook Miles Exchange,,0,1.0.0,Housewares,809,652,6nZpvNEdHwxMgNtYC
  leaf-egg outfit  ,3,leaf egg,,,,,,,,,,,NFS,200,NA,Collecting leaf eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3767,680,iJeXo3dJrybEpPEHw
  destinations signpost  ,4,hardwood,8,softwood,,,,,,,,,NFS,200,1500,Nook Miles Exchange,,0,1.0.0,Housewares,441,383,39ryJtTNCrokaosYW
iron wand,3,iron nugget,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,999,540,MYYovLTdmLov8y2hL
  TIRE TOY  ,1,old tire,,,,,,,,,,,NFS,200,NA,Fishing up an old tire,,0,1.0.0,Housewares,601,78,2bNpWkbwsHyXGCGb5
tree's bounty mobile,2,pine cone,3,acorn,3,tree branch,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Wall-mounted,2930,414,F6WehkKZG7sSwRLBo
  bamboo-grove wall  ,7,young spring bamboo,3,bamboo shoot,,,,,,,,,NFS,200,NA,Balloons,Only available during Spring,0,1.0.0,Wallpaper,2551,300,YEqTcFmBecj7pp4XX
  water-egg shoes  ,2,water egg,,,,,,,,,,,NFS,200,NA,Collecting water eggs,Only available during Bunny Day,0,1.1.0a,Shoes,3777,690,Bg9geKwGApyACyXEx
log bed,30,hardwood,,,,,,,,,,,NFS,200,NA,Tom Nook; Peppy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,338,119,kCWnjzgmGXnkRY4Ww
garden rock,15,stone,,,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,805,48,gH69947Ybie3us6SB
  slingshot  ,5,hardwood,,,,,,,,,,,300,200,NA,Nook's Cranny,,0,1.0.0,Tools,111,29,Bbew7NAtvtH9wLJrD
  dark wooden-mosaic wall  ,15,wood,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Wallpaper,522,311,sEZQCkucygfgPphNu
wooden-block wall clock,1,wooden-block toy,2,softwood,1,iron nugget,,,,,,,NFS,200,NA,Peppy villagers,,50,1.0.0,Wall-mounted,359,90,g9N9eFwC48vsPWz5e
TROPICAL VISTA,5,summer shell,,,,,,,,,,,,200,NA,Balloons,Only available during Summer,0,1.0.0,Wallpaper,2850,666,5mypRC2jBZnq6ywTT
decoy duck,4,softwood,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Miscellaneous,466,390,Rb8PSLPkNwP7hCk8G
ringtoss,2,wood,2,softwood,,,,,,,,,NFS,,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Miscellaneous,460,43,oADtSa2zmTwZ9NMQz
mush partition,3,skinny mushroom,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Housewares,3008,138,J89MsT5JKW43XJ4r8
MANGA-LIBRARY WALL,10,magazine,,,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Wallpaper,2112,316,8JLp8kSxRMRChTXaT
TULIP SURPRISE BOX,5,red tulips,3,softwood,,,,,,,,,NFS,200,NA,Jock villagers,,50,1.0.0,Housewares,3503,495,vn4G8vMx3426p84wv
  cool pansy crown  ,3,orange pansies,3,blue pansies,,,,,,,,,,200,NA,All Villagers,,100,1.0.0,Headwear,3618,247,HH3M3xNAeCLsHTZRj
  tiki torch  ,5,tree branch,5,wood,,,,,,,,,NFS,200,NA,Tom Nook; Cranky villagers,,0,1.0.0,Housewares,202,103,cLXnJ7cnYZc8Pbh2T
CHERRY UMBRELLA,7,cherry,,,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Umbrellas,1480,614,pKzsdzbBmNX3hZd7R
  dark rose wreath  ,3,black roses,6,purple roses,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3554,446,utyr7MwFDwd8syFcW
HYACINTH CROWN,4,red hyacinths,2,yellow hyacinths,2,white hyacinths,,,,,,,NFS,200,NA,All Villagers,,0,1.0.0,Headwear,3620,237,wChSX5vstYGQaWma7
  wooden-block chest  ,1,wooden-block toy,12,softwood,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,355,24,9cAfAFEhqMFHTefLC
  cherry wall  ,20,cherry,,,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Wallpaper,1450,307,c4EyTmXti6TusMbGF
  magazine rack  ,2,magazine,4,wood,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Miscellaneous,2110,413,8xG78nXxXkRwPuhqX
  jail bars  ,5,iron nugget,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,912,435,cQRevEHviBPSXaDRz
  leaf campfire  ,3,pine cone,5,clump of weeds,3,tree branch,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Housewares,2903,509,ziEwyR6mTntmTaKfX
stacked magazines,6,magazine,,,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Miscellaneous,2111,197,3gMLM9p6vJS37zTZe
cool hyacinth wreath,3,orange hyacinths,3,blue hyacinths,3,pink hyacinths,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Wall-mounted,3561,453,HaC5frhoXCDpy5YYj
FROZEN CHAIR,1,large snowflake,3,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3201,142,jJq4Bjw6SaE7S8mnT
  gold armor  ,8,gold nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Dresses,1181,566,9ThvdcF6fyMHcpzx2
lunar surface,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Floors,2261,478,AbKXzqwJaJDmWnB9o
iceberg flooring,10,snowflake,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Winter,0,1.0.0,Floors,3361,289,hbGr49z9cKw5qeryp
  recycled-can thumb piano  ,1,empty can,1,wood,1,iron nugget,,,,,,,NFS,200,NA,Fishing up an empty can,,0,1.0.0,Miscellaneous,600,504,Wg8fZ2B2HqkvzvHDP
  plain wooden shop sign  ,6,wood,,,,,,,,,,,,200,NA,Jock villagers,,0,1.0.0,Housewares,372,166,q5Gq6yTqh25mfP83A
  wood-egg outfit  ,3,wood egg,,,,,,,,,,,,200,NA,Collecting wood eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3770,683,Cqe6TyaE38gnjAtmr
simple DIY workbench,5,hardwood,1,iron nugget,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,300,494,BBHuZzdLe6H7GEw2R
  TREE'S BOUNTY LITTLE TREE  ,6,pine cone,4,acorn,1,hardwood,,,,,,,NFS,200,NA,Balloons; Isabelle,Only available during Fall,0,1.0.0,Miscellaneous,2907,416,RgkwpSJpTC2nEc6vB
rose bed,10,red roses,5,wood,,,,,,,,,,200,NA,Smug villagers,,50,1.0.0,Housewares,3504,507,7JwEWxhn5RhmvkgpS
  COOL WINDFLOWER CROWN  ,3,blue windflowers,3,pink windflowers,,,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3601,241,8KsLNr5dskMACBgmg
  purple hyacinth wreath  ,10,purple hyacinths,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3562,452,QXWyxbAncQeicP3xY
golden wall,4,gold nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Wallpaper,1150,299,u7gdHaAk5nbB4p5Ru
  mum wreath  ,3,white mums,3,yellow mums,3,red mums,,,,,,,NFS,200,NA,All Villagers,,50,1.0.0,Wall-mounted,3543,231,LS93qbKCcMQLExqMG
bone doorplate,3,softwood,,,,,,,,,,,NFS,200,NA,Lazy villagers,,50,1.0.0,Wall-mounted,500,467,jbvhjbWecrky57s9e
  golden seat  ,5,gold nugget,,,,,,,,,,,NFS,200,NA,Snooty villagers,,200,1.0.0,Housewares,1103,133,EgGa9re6PRbpcCESz
cosmos shower,5,pink cosmos,3,iron nugget,,,,,,,,,,200,NA,Snooty villagers,,50,1.0.0,Housewares,3502,501,WqnkcGJydxs7ueTdr
  Virgo harp  ,3,star fragment,2,Virgo fragment,2,gold nugget,4,stone,,,,,NFS,,NA,Celeste,,0,1.0.0,Housewares,2305,368,kWfYtKDBGdFbzayNq
vertical-board fence,8,wood,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,581,100,gJHaHfwkn4dANzaTt
  shell rug  ,3,giant clam,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Rugs,2770,668,pJJzEZ9zTJQvgRdLu
wooden chest,16,wood,,,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,317,17,hAgLHeuw7xfkbzjpu
  TERRARIUM  ,12,clump of weeds,2,iron nugget,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Miscellaneous,1202,391,d7WN5879xto3Q7egY
star wand,1,large star fragment,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,2291,523,yv5a3yQPS9tmBjhaP
pine bonsai tree,8,pine cone,5,clay,,,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Miscellaneous,2910,592,ifZ8RQ4kxXgJawABR
PEACH SURPRISE BOX,10,peach,4,softwood,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Miscellaneous,1501,188,47GdZP9FTse2XqXCv
WOODEN TOOLBOX,4,softwood,2,iron nugget,,,,,,,,,,200,NA,Normal villagers,,0,1.0.0,Miscellaneous,468,579,qaHmYYCti572DQqW8
  leaf mask  ,10,clump of weeds,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Headwear,1281,635,ng67WBZo7rRfQSWDa
  stone-egg outfit  ,3,stone egg,,,,,,,,,,,NFS,200,NA,Collecting stone eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3764,677,xrQW5CeTyHda2fcut
apple rug,6,apple,,,,,,,,,,,,,NA,Big Sister villagers,,100,1.0.0,Rugs,1770,542,5noTnXTTPzBfbsaz2
  tulip wand  ,1,red tulips,3,star fragment,,,,,,,,,,200,NA,Celeste,,0,1.0.0,Tools,3673,526,Hzq4v5JtEKASys3vY
CHERRY UMBRELLA,7,cherry,,,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Umbrellas,1480,614,pKzsdzbBmNX3hZd7R
  BEEKEEPER'S HIVE  ,3,wasp nest,5,wood,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,2000,204,nxtm2DdtRcHzAyrZX
CHERRY-BLOSSOM FLOORING,10,cherry-blossom petal,20,clump of weeds,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Floors,2660,479,Bthw6qsrWMxRp4L2J
golden wall,4,gold nugget,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Wallpaper,1150,299,u7gdHaAk5nbB4p5Ru
bridge construction kit,4,log stakes,4,clay,4,stone,,,,,,,,200,NA,Tom Nook,,0,1.0.0,Other,1,458,5aMdJ9fqw3nFtTSYR
GARBAGE-HEAP FLOORING,2,empty can,2,boot,2,old tire,,,,,,,NFS,200,NA,Fishing up trash,,0,1.0.0,Floors,660,486,Ksn3xwxp4aqcty4Z6
BUNNY DAY WALL,2,earth egg,2,stone egg,2,leaf egg,2,wood egg,2,sky egg,2,water egg,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Wallpaper,3750,708,fJWKvdNQwBqRaKjsz
ROSE WAND,1,red roses,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3674,529,hH9qJNGJpxbY2TYTt
  ironwood diy workbench  ,12,wood,6,iron nugget,1,mini DIY workbench,,,,,,,NFS,200,NA,Cranky villagers,,100,1.0.0,Housewares,1008,125,qfemQxWGxbseGW4pR
star wand,1,large star fragment,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,2291,523,yv5a3yQPS9tmBjhaP
  autumn wall  ,10,maple leaf,5,wood,5,clump of weeds,,,,,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Wallpaper,2950,290,vjyWT27sydFDoYjhF
  wooden stool  ,4,wood,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Housewares,310,168,tCZg7fdKsKoJ2Ca6y
  FROZEN-TREAT SET  ,1,large snowflake,1,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Miscellaneous,3200,194,ygrBuPoB8ZKRjnXXD
cute rose crown,3,pink roses,3,orange roses,,,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3613,253,GqacSkmPu6G4u43tR
cardboard table,4,cardboard box,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Housewares,2132,496,nXCaiKb8ZKtRdFrps
  light bamboo rug  ,6,young spring bamboo,,,,,,,,,,,,200,NA,Balloons,Only available during Spring,0,1.0.0,Rugs,2570,671,QfT9N8GGPr4x3u9hH
  money flooring  ,50000,bells,,,,,,,,,,,NFS,200,NA,Snooty villagers,,100,1.0.0,Floors,2190,473,6HtNgH3LKjQA5kxtg
cherry-blossom pond stone,10,stone,3,cherry-blossom petal,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Housewares,820,511,5kPZxufBzifksrFoK
  clothesline  ,10,tree branch,,,,,,,,,,,NFS,200,NA,Tom Nook; Cranky villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,203,457,kQm8o92yBJJPNpM2o
  STONE ARCH  ,90,stone,,,,,,,,,,,NFS,200,2000,Nook Miles Exchange,,0,1.0.0,Housewares,809,652,6nZpvNEdHwxMgNtYC
cherry rug,6,cherry,,,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Rugs,1470,543,pMnYDcm7v9cjAdLj2
chic tulip crown,2,purple tulips,2,pink tulips,1,orange tulips,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3610,244,AWo72X4YM3PnWSL2P
armor shoes,4,iron nugget,,,,,,,,,,,NFS,200,NA,Cranky villagers,,100,1.0.0,Shoes,982,642,zbzh6s369wZ3anypo
IRON SHELF,14,iron nugget,,,,,,,,,,,,,NA,Big Sister villagers,,0,1.0.0,Housewares,905,128,McdRNpxXrk9xKkK4S
  golden arowana model  ,3,gold nugget,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Miscellaneous,1132,602,TG3z4Bf2ju3Wo5tRK
lunar surface,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Floors,2261,478,AbKXzqwJaJDmWnB9o
PEAR UMBRELLA,7,pear,,,,,,,,,,,,200,NA,Jock villagers,,100,1.0.0,Umbrellas,1680,617,Z4yN2HWQNGM9HYBZo
  lunar rover  ,10,star fragment,10,iron nugget,4,old tire,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2226,373,bu2WXQC6ajuQYYejk
  sakura-wood wall  ,5,cherry-blossom petal,10,wood,,,,,,,,,,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Wallpaper,2651,321,qweZmh7LNTLp9FDiY
  UNDERWATER WALL  ,3,summer shell,5,coral,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Wallpaper,2851,665,EXDyLjtfBny7Nfg2W
wild log bench,8,hardwood,,,,,,,,,,,NFS,,NA,Jock villagers,,0,1.0.0,Housewares,332,436,ZGWN8wsv7hgjbLvdM
TRADITIONAL STRAW COAT,8,clump of weeds,,,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Tops,1285,604,ofx4zP9Qj2tovbm3G
BAMBOO LATTICE FENCE,6,bamboo piece,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,2490,101,kFi2XW9eoPkAoWdS5
starry-sands flooring,3,summer shell,1,sandy-beach flooring,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Floors,2861,667,eR5A2YsGKuygX85s2
  dark lily crown  ,6,black lilies,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3625,257,Fr3oaQMDbkQ9N9i8t
tall garden rock,60,stone,,,,,,,,,,,,200,NA,Snooty villagers,,0,1.0.0,Housewares,808,49,MqsHscjkCtGhwnPXc
pot,5,clay,,,,,,,,,,,NFS,200,NA,Tom Nook; Cranky villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Miscellaneous,703,37,4kNto6azXBJEzDZvA
