Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
FLOOR LAMP,Natural,NA,Gray,Lampshade,No,No,Yes,1,,350,Beige,Gray,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLamp_Remake_0_1,0_1,2561,uRkGHPLxwxTR4usRt
  PEAR WARDROBE  ,Le Lectier,Fruit type,NA,NA,Yes,Yes,No,4,NFS,,Yellow,Beige,1x1,NA,Crafting,,1.0.0,fancy,None,fruits,pear,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrFruitsClosetLR_Remake_1_0,1_0,1263,xMp9fPdcRasxzeEw4
log garden lounge,Dark wood,Lumber type,None,Pillow,Yes,Yes,Yes,3,NFS,,Brown,Brown,2x1,NA,Crafting,,1.0.0,garden,None,log,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrLogBedS_Remake_0_0,0_0,4035,4SjMQbhBuHbL9zTC3
bamboo floor lamp,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,,Yellow,Yellow,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Lamp,No,Does not play music,Fluorescent,Not for sale,FtrBambooLamp_Remake_1_0,1_0,3557,SfkBnfaHi6NWkaAW5
  dj's turntable  ,Black,NA,None,Flag,No,No,Yes,4,9300,,Black,Gray,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_0_0,0_0,941,A2xYqBYevdm95EgvW
  old sewing machine  ,Silver,NA,NA,NA,No,No,No,NA,,550,Yellow,Gray,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingmachineRetro_Remake_2_0,2_0,1127,AzxDJWufYxSAjbaXf
  ACOUSTIC GUITAR  ,Blue,Body,NA,NA,Yes,Yes,No,5,NFS,,Blue,Black,1x1,NA,Crafting,,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrAcorsticguitar_Remake_3_0,3_0,383,nuqeFzNE5PneqGHaj
  BABY CHAIR  ,Red,NA,Bear,Cushion,No,No,Yes,1,1200,300,Red,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_0_0,0_0,3305,uzH4uc5wXZiAeRrDx
mini fridge,Pink,NA,NA,NA,No,No,No,NA,1300,325,Pink,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigeratorMini_Remake_2_0,2_0,9766,3f7y8cQng8af3zzmH
  crewed spaceship  ,NA,NA,NA,NA,Yes,No,No,NA,,,White,Black,2x2,NA,Crafting,,1.0.0,space,None,None,None,Yes,Space,Yes,Does not play music,No lighting,Not for sale,FtrSpacecraft,NA,5676,aNyRfrtcyv2wwMSro
acoustic guitar,Black,Body,NA,NA,Yes,Yes,No,5,NFS,3210,Black,Black,1x1,NA,Crafting,,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrAcorsticguitar_Remake_5_0,5_0,383,RuRMFyvWnDC2SoG8m
    hay bed    ,Pale green,Hay condition,NA,NA,Yes,Yes,No,1,NFS,400,White,White,2x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrHaybed_Remake_1_0,1_0,3675,Y4pBvPCa2v5z3wSvs
  fan palm  ,White,NA,NA,NA,No,No,No,NA,,,White,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantYamadoriyashi_Remake_1_0,1_0,1288,ZSoRWFpTC7tKL3gsX
BOX SOFA,Orange,NA,NA,NA,No,No,No,NA,2700,675,Orange,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_2_0,2_0,1852,qp2WpHqjfmfx5mE8x
  frozen bed  ,Ice green,Illumination,Brown,Bedding,Yes,Yes,Yes,8,NFS,,Green,Brown,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrIceBedW_Remake_5_0,5_0,3502,p4jZMrE6c6pSj6o6p
    BUNK BED    ,Silver,NA,White,Bedding,No,No,Yes,2,5000,1250,Gray,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_0_0,0_0,8298,aGSdu9MMv3jta2orD
  STREET PIANO  ,Graffiti,Paint color,NA,NA,Yes,Yes,No,7,,26755,Colorful,Red,2x1,NA,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrPianoStreet_Remake_0_0,0_0,11942,M7Xx4txhBisR6Tab3
  giant teddy bear  ,Cream,Fabric,Giant dots,Ribbon,Yes,Yes,Yes,8,NFS,6300,Yellow,Blue,3x3,NA,Crafting,,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,Not for sale,FtrBearXL_Remake_0_2,0_2,1504,5oiBmwS7fzfPRk3Z2
    tower of pisa    ,NA,NA,NA,NA,No,No,No,NA,,,Beige,Beige,1x1,NA,Gulliver,,1.0.0,folk art,None,None,None,No,Folk Craft Decor,Yes,Does not play music,No lighting,Not for sale,FtrPisa,NA,700,akBbvFcDYyvXNXn7H
    loft bed with desk    ,Pink,NA,Pink,Bedding,No,No,Yes,3,7700,1925,Pink,Pink,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_7_5,7_5,3621,irenLEHMd7Q6HxN6q
log dining table,White birch,Lumber type,Southwestern flair,Placemats,Yes,No,Yes,4,,,White,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrLogTableL_Remake_3_1,3_1,4040,KMkjaPx3zbZmXKfXd
  wooden mini table  ,Light wood,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,NFS,720,Beige,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_0_4,0_4,7133,go6ZryFLS5mDzTwMz
  WRITING CHAIR  ,White,NA,Yellow,Seat,No,No,Yes,1,,425,White,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,writing,Yes,Chair,No,Does not play music,No lighting,For sale,FtrStudyChair_Remake_3_0,3_0,3702,ED7g52NstMGnhSYe5
  smoker  ,Silver,NA,NA,NA,No,No,No,NA,5500,1375,Gray,Gray,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrSmoker_Remake_2_0,2_0,1143,atPGmEYE58Y9B3vuc
    tool cart    ,Yellow,NA,NA,NA,No,No,No,NA,2400,,Yellow,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrToolcart_Remake_2_0,2_0,7528,wLZ28BM2JL7FwSify
  PAPA BEAR  ,Tweed,NA,None,Ribbon,No,No,Yes,3,8500,,Brown,Brown,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearL_Remake_5_0,5_0,1499,LPYnG4bTib3wpRdew
WOODEN TABLE,Black,Paint color,None,Tablecloth,Yes,Yes,Yes,4,,1800,Black,Black,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_4_0,4_0,3439,d6cMg59RtyLEygHsv
    SAFE    ,White,NA,NA,NA,No,No,No,NA,3600,900,White,Gray,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,expensive,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrSafebox_Remake_1_0,1_0,839,3ZbArQrgkYzgief4y
  PAPA BEAR  ,Caramel mocha,NA,Blue,Ribbon,No,No,Yes,3,8500,2125,Beige,Blue,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearL_Remake_1_2,1_2,1499,3R38Wh8JmYh77eNWu
    MOAI STATUE    ,NA,NA,NA,NA,No,No,No,NA,NFS,1900,Gray,Gray,2x2,NA,Gulliver,,1.0.0,folk art,None,None,None,No,Folk Craft Decor,Yes,Does not play music,No lighting,Not for sale,FtrMoai,NA,698,KLBjjXkbp2RmenBpC
INFLATABLE SOFA,Purple,NA,NA,NA,No,No,No,NA,1100,275,Purple,Purple,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrAirsofa_Remake_2_0,2_0,3962,68JaHZw25gEkboa5j
    log bed    ,White birch,Lumber type,Southwestern flair,Bedding,Yes,Yes,Yes,6,NFS,3600,White,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrLogBedW_Remake_3_0,3_0,4041,42D7Xw2fxxfb9hoze
  DINER SOFA  ,Pink,NA,NA,NA,No,No,No,NA,3500,875,Pink,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrAmeretroChairL_Remake_4_0,4_0,4141,my3TEsfTP7Rf3Jhdo
  sleeping bag  ,Green,NA,NA,NA,No,No,No,NA,1400,350,Green,Yellow,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrSleepingbag_Remake_0_0,0_0,1434,CZwjmSeMuXwBZEwPM
    loft bed with desk    ,Black,NA,Yellow,Bedding,No,No,Yes,3,7700,,Black,Yellow,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_3_4,3_4,3621,Ddp2gWHb6Bex4tRHy
  bamboo basket  ,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,,Beige,Yellow,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Japanese Style,No,Does not play music,No lighting,Not for sale,FtrBambooBasket_Remake_1_0,1_0,3658,dAKRbYy67TArprnWc
    ROCK GUITAR    ,Sunburst,NA,Pop logo,Sticker area,No,No,Yes,2,3100,,Orange,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_0_6,0_6,1644,3qLx4BNFNw5EsS9XP
  SIMPLE PANEL  ,Black,NA,Gold,Panel design,No,No,Yes,1,810,,Black,Yellow,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_1_7,1_7,5338,WJCWEoM5LyEBZGLuF
    GIANT TEDDY BEAR    ,Choco,Fabric,Giant stripes,Ribbon,Yes,Yes,Yes,8,,6300,Brown,Yellow,3x3,NA,Crafting,,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,Not for sale,FtrBearXL_Remake_2_3,2_3,1504,aEFYLKmYjXWxgTshT
    system kitchen    ,Brown,NA,NA,NA,No,No,No,NA,130000,32500,Brown,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,None,None,No,Kitchen,No,Does not play music,No lighting,For sale,FtrKitchenSystem_Remake_5_0,5_0,3616,5YRmck3oTMMS3bKee
  box sofa  ,White,NA,NA,NA,No,No,No,NA,,675,White,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_6_0,6_0,1852,BnR8Cd4BpYDrsc29f
  asteroid  ,NA,NA,NA,NA,Yes,No,No,NA,NFS,4000,Black,Black,1x1,NA,Crafting,,1.0.0,space,facility,None,None,Yes,Space,Yes,Does not play music,No lighting,Not for sale,FtrMeteo,NA,1439,oAQNzhuKcCvh4E9a4
  wild log bench  ,Orange wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,960,Orange,Beige,2x1,NA,Crafting,,1.0.0,garden,None,log,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrWoodBench_Remake_1_0,1_0,5972,eqDrCxiX42GCYtJAK
plain sink,Black wood & tile,Design,NA,NA,Yes,Yes,No,4,,2270,Black,Blue,1x1,NA,Crafting,,1.0.0,bathroom,None,None,None,Yes,Bathroom Things,No,Does not play music,No lighting,Not for sale,FtrWashstandBowl_Remake_5_0,5_0,3683,6cwhEzhpEJbL6kW9G
red corner,NA,NA,Green,Ring curtain,No,No,Yes,3,6100,,White,Green,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,sports ring,Yes,Sports,No,Does not play music,No lighting,For sale,FtrRingcornerRed_Remake_0_0,0_0,7151,E2ehP8GK7jAGS5y5C
  den desk  ,White,NA,NA,NA,No,No,No,NA,10000,,White,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,No,Desk,No,Does not play music,No lighting,For sale,FtrDrawingTable_Remake_4_0,4_0,3783,wEug3j5QZzkbwdGwy
  BAMBOO SHELF  ,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,4,NFS,2400,Brown,Gray,2x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrBambooShelf_Remake_2_0,2_0,3551,k2NAwacr6p5HwRfYP
    public bench    ,Light blue & pink,NA,NA,NA,No,No,No,NA,NFS,10000,Pink,Light blue,2x1,2000,Nook Miles Shop,,1.0.0,facility,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrPublicbench_Remake_6_0,6_0,3346,K6XrXMfB82jkHt2pj
    HEDGE STANDEE    ,Fall,Season,NA,NA,Yes,Yes,No,1,,,Orange,Brown,1x0.5,NA,Crafting,,1.0.0,school,None,None,standee,No,School,No,Does not play music,No lighting,Not for sale,FtrHariboteHedge_Remake_5_0,5_0,531,TovKWLobFwmYeR4dd
TEA TABLE,Dark wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1440,Brown,Brown,2x2,NA,Crafting,,1.0.0,zen-style,living room,None,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrDiningtableJapan_Remake_1_0,1_0,739,cPnTMEYD8MpHRP8ge
    PAPA BEAR    ,Caramel mocha,NA,Yellow,Ribbon,No,No,Yes,3,,2125,Beige,Yellow,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearL_Remake_1_3,1_3,1499,b77fCCugzfSefcdcM
  system kitchen  ,Natural,NA,NA,NA,No,No,No,NA,,,Beige,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,kitchen,expensive,None,None,No,Kitchen,No,Does not play music,No lighting,For sale,FtrKitchenSystem_Remake_6_0,6_0,3616,Jo6LWvL77HRw7DHL3
  smoker  ,Green,NA,NA,NA,No,No,No,NA,5500,,Green,Beige,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Kitchen Things,Yes,Does not play music,No lighting,For sale,FtrSmoker_Remake_1_0,1_0,1143,kCqCjmYk5cgx6zKjj
    plain wooden shop sign    ,Natural,Sign,Ad,Flier,Yes,Yes,Yes,2,NFS,720,Beige,Blue,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignWood_Remake_0_2,0_2,3692,8QwEbyM7cwxHCSqLw
    CUTE FLOOR LAMP    ,Sky blue,NA,NA,NA,No,No,No,NA,3500,875,Light blue,Blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrCuteLamp_Remake_1_0,1_0,4002,cJTc4gavXjcqikmBH
  log round table  ,Orange wood,Lumber type,None,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Orange,Orange,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrLogTableLRound_Remake_1_0,1_0,4043,JmPr2cMb6SowjY5no
  wedding head table  ,Garden,Design,NA,NA,No,Yes,No,1,,750,Gren,White,2x1,NA,Wedding Season,,1.2.0,party,expensive,wedding,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWeddingTableM_Remake_2_0,2_0,12404,wjPhSWCNiFY8oE3nb
  SIMPLE PANEL  ,White,NA,Plain panel,Panel design,No,No,Yes,1,,,White,Gray,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_2_0,2_0,5338,NWPYZceCeodu6ZfdD
    standard umbrella stand    ,White,Body color,Red & white & blue,Favorite umbrella,Yes,Yes,Yes,4,,2250,White,Colorful,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_1_3,1_3,3445,P9WENsCWkqRhf26yw
MONSTERA,Brown,NA,NA,NA,No,No,No,NA,,425,Brown,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantMonstera_Remake_1_0,1_0,4129,chaNnKeq2vr2Ek5q2
  shell arch  ,Yellow,Shell color,NA,NA,Yes,Yes,No,7,NFS,12360,Yellow,Yellow,3x1,NA,Crafting,,1.0.0,ocean,expensive,shell,None,No,Arch,Yes,Does not play music,No lighting,Not for sale,FtrShellArch_Remake_3_0,3_0,3977,EFmv6TW7jmKs26rKH
fan palm,Black,NA,NA,NA,No,No,No,NA,1200,300,Black,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantYamadoriyashi_Remake_0_0,0_0,1288,ZasYEpeNjDaHrpbnh
log garden lounge,White birch,Lumber type,Geometric print,Pillow,Yes,No,Yes,3,NFS,1440,White,Colorful,2x1,NA,Crafting,,1.0.0,garden,None,log,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrLogBedS_Remake_3_2,3_2,4035,swu8sRbTEdwMq6Qzm
  fortune-cookie cart  ,NA,NA,NA,NA,No,No,No,NA,,650,Orange,Yellow,2x1,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",1.1.0,facility,party,None,None,No,Compass,No,Does not play music,No lighting,Not in catalog,FtrCompassFortuneshop,NA,12369,uS9i6ufNShhQfaB2r
  FOUNTAIN  ,White,Color,NA,NA,Yes,Yes,No,7,NFS,11700,White,White,3x3,NA,Crafting,,1.0.0,garden,facility,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrFountain_Remake_3_0,3_0,8031,JsTAtyiFE3LtFyXAa
electric guitar,Chic white,NA,Cute logo,Sticker area,No,No,Yes,7,71000,17750,White,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar2_Remake_5_7,5_7,1645,49TtBmks26hfaDFew
    iron shelf    ,Black,Body color,NA,NA,Yes,Yes,No,7,,10500,Black,Gray,2x1,NA,Crafting,,1.0.0,living room,None,iron,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrIronShelf_Remake_0_0,0_0,3563,m4tStpqzZ7dcjPKAT
  shell partition  ,Purple,Shell color,NA,NA,Yes,Yes,No,7,NFS,8000,Purple,Purple,2x1,NA,Crafting,,1.0.0,ocean,None,shell,None,No,Screen,Yes,Does not play music,No lighting,Not for sale,FtrShellScreen_Remake_4_0,4_0,3978,CL9NBivbKtRquGWAh
CHANGING ROOM,Dark brown,NA,Blue,Curtain,No,No,Yes,2,3700,925,Brown,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_7,3_7,1816,4EtKRhoEjoPyxpMsB
  PORTABLE TOILET  ,Yellow-green,NA,NA,NA,No,No,No,NA,NFS,,Green,White,1x1,1000,Nook Miles Shop,,1.0.0,bathroom,facility,None,None,No,Toilet,Yes,Does not play music,No lighting,Not for sale,FtrWCPortable_Remake_3_0,3_0,1234,Y5BSdsgfS55WzAzAc
    angled signpost    ,Museum,Navigation,NA,NA,Yes,Yes,No,1,NFS,600,Beige,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostTilt_Remake_7_0,7_0,7867,wPX6wELbCn9Jyb37A
    cute chair    ,White,NA,NA,NA,No,No,No,NA,,1075,White,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrCuteChairS_Remake_0_0,0_0,3999,tzs3akhvQFrFhudEy
  deluxe washer  ,Pink,NA,NA,NA,No,No,No,NA,76000,,Pink,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachineDrum_Remake_5_0,5_0,1227,5GMk9Eidy3cKP8WkN
DRUM SET,Golden yellow,NA,White with logo,Bass drum head,No,No,Yes,2,,1400,Orange,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_0_3,0_3,1803,cbbeep6nGxy74h2NM
  apple chair  ,Red apple,Fruit type,NA,NA,Yes,Yes,No,4,NFS,,Red,Yellow,1x1,NA,Crafting,,1.0.0,fancy,None,fruits,apple,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrFruitsChairApple_Remake_0_0,0_0,4134,qonCdPiLCmFNtYMsG
  DIY WORKBENCH  ,Ash brown,Paint color,NA,NA,Yes,Yes,No,7,NFS,,Brown,Colorful,2x1,NA,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbench_Remake_1_0,1_0,1241,WRrrjddCkWATqKCEn
CANDY MACHINE,Yellow,NA,NA,NA,No,No,No,NA,,700,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,facility,None,None,Yes,Shop,No,Does not play music,No lighting,For sale,FtrCandymachine_Remake_2_0,2_0,7392,23iT82PeQcyotkG65
    upright locker    ,Blue,NA,Pop,Sticker area,No,No,Yes,2,3700,,Blue,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_4_3,4_3,833,8KB3wCnuJ83j59XYJ
ILLUMINATED SNOWFLAKES,Rainbow,Light color,NA,NA,Yes,Yes,No,5,NFS,3150,White,White,2x1,NA,Crafting,,1.0.0,freezing cold,fancy,festive,None,Yes,Seasonal Decor,Yes,Does not play music,Fluorescent,Not for sale,FtrIllumiSnow_Remake_3_0,3_0,4131,zEMym2c8zm5ZMsmvx
  vacuum cleaner  ,Black,NA,NA,NA,No,No,No,NA,3800,950,Black,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrCleaner_Remake_4_0,4_0,907,Qe5gxNqHmRpXHRuKs
diner sofa,Black,NA,NA,NA,No,No,No,NA,3500,875,Black,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrAmeretroChairL_Remake_6_0,6_0,4141,kNN68sPamyZEMcKED
    pile of zen cushions    ,NA,NA,Indigo,Upholstery,Yes,No,Yes,2,NFS,750,Blue,Blue,1x1,NA,Crafting,,1.0.0,zen-style,living room,None,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrCushionJapanPile_Remake_0_1,0_1,7048,5PEgExBdR4tDJcGED
  ILLUMINATED TREE  ,Orange,Light color,NA,NA,Yes,Yes,No,7,NFS,6700,Orange,Orange,2x2,NA,Crafting,,1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,Yes,Does not play music,Fluorescent,Not for sale,FtrIllumiTree_Remake_3_0,3_0,4066,XHrzbcvqKedRpzBQW
frozen bed,Ice blue,Illumination,Gray,Bedding,Yes,Yes,Yes,8,,9000,Blue,Gray,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrIceBedW_Remake_1_2,1_2,3502,EG5WDeKvNdbTZhP5k
