Name,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Recipes to Unlock,Version,Category,Serial ID,Internal ID,Unique Entry ID
  knitted-grass backpack  ,20,clump of weeds,,,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Bags,1288,636,CoEssbnPs7xhuMbTF
ROCKET,10,star fragment,20,iron nugget,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2221,409,xMbimsjjXPKdPSXxF
  fancy rose wreath  ,3,orange roses,3,pink roses,3,yellow roses,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Wall-mounted,3553,448,vr9dDrXLQuDSwfDdy
    pear hat    ,5,pear,,,,,,,,,,,NFS,200,NA,Jock villagers,,100,1.0.0,Headwear,1681,616,u6hqbCNXEpdwk5TyW
    water flooring    ,6,summer shell,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Summer,0,1.0.0,Floors,2862,565,pQvujBn8X2sq6j5FS
stone-egg shoes,2,stone egg,,,,,,,,,,,NFS,200,NA,Collecting stone eggs,Only available during Bunny Day,0,1.1.0a,Shoes,3765,678,qjuG3PA8rJWbnu5Qp
  CUTTING BOARD  ,2,hardwood,1,iron nugget,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Miscellaneous,465,284,ebxdGKznZzRDMMccg
  bunny day arch  ,2,earth egg,2,stone egg,2,leaf egg,2,wood egg,2,sky egg,2,water egg,NFS,200,NA,Zipper,Reward from Zipper after collecting all 6 egg types; Only available during Bunny Day,0,1.1.0a,Housewares,3708,695,LnuCzHYJaAs4HNMdm
    SPIKY FENCE    ,8,hardwood,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,584,553,KwQDAafZxyPRLtYFn
  COSMOS CROWN  ,2,red cosmos,2,yellow cosmos,3,white cosmos,,,,,,,NFS,200,NA,All Villagers,,0,1.0.0,Headwear,3606,249,RBhKgvizEg6uocZvQ
    wooden-block bed    ,1,wooden-block toy,17,softwood,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,356,61,jojeuDRs9dnhhtrNE
  bunny day bed  ,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Housewares,3704,698,FiJ85ZKnHbkjNQ7FF
    ASTRONAUT SUIT    ,5,star fragment,5,iron nugget,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2220,236,sczENjHH7XW8e2n3Q
  earth-egg shell  ,2,earth egg,,,,,,,,,,,NFS,200,NA,Collecting earth eggs,Only available during Bunny Day,0,1.1.0a,Headwear,3760,673,C9wvFR7fBGccZDyWa
  barbed-wire fence  ,3,hardwood,2,iron nugget,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,585,561,dgW8J3q4JWsyyrDxP
  STONE STOOL  ,3,stone,,,,,,,,,,,NFS,200,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,0,1.0.0,Housewares,800,104,zAdsd8FZE7z3BzvJz
  PANSY WAND  ,1,yellow pansies,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3675,527,5NPaTGzE9ZCAryFmE
  frozen sculpture  ,1,large snowflake,4,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3208,141,GGrDCvwPHpbzRnhzi
  GOLDEN GEARS  ,1,gold nugget,3,iron nugget,,,,,,,,,NFS,200,NA,Smug villagers,,50,1.0.0,Wall-mounted,1130,595,5JDaCQoYazbP4QkGN
    BLUE ROSE WREATH    ,10,blue roses,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Wall-mounted,3555,447,XbGbAr5htMNb6h4mr
    MOON    ,15,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2202,234,5GevvAMTu6Lf7ueyE
  leaf stool  ,3,maple leaf,3,wood,,,,,,,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Housewares,2904,519,u2hwyRwKoRYdCHrHY
    illuminated tree    ,3,red ornament,4,gold ornament,3,iron nugget,,,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Housewares,3410,203,S8meymsrnGbZRN5XM
    SKY-EGG SHOES    ,2,sky egg,,,,,,,,,,,NFS,200,NA,Collecting sky eggs,Only available during Bunny Day,0,1.1.0a,Shoes,3774,687,EHXPk3QeW6EZy7pF9
SIMPLE WELL,15,stone,1,flimsy shovel,,,,,,,,,NFS,200,2000,Nook Miles Exchange,,0,1.0.0,Housewares,811,36,bFSWqMEdNJZBRALME
  yellow-leaf pile  ,3,acorn,5,clump of weeds,,,,,,,,,NFS,200,NA,Balloons,Only available during Fall,0,1.0.0,Housewares,2900,588,tFckEAxEjrgkrc3ga
  ironwood bed  ,20,wood,10,iron nugget,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Housewares,1005,87,Gs6r4jNYwqfyjcBAQ
GIANT TEDDY BEAR,1,Papa bear,1,Mama bear,1,Baby bear,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Housewares,2160,577,jPYidbBoH7RNB4jRQ
    FANCY MUM WREATH    ,3,pink mums,3,purple mums,3,red mums,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Wall-mounted,3544,443,qW3wgimoN7XhG5BvD
  plain sink  ,6,wood,4,clay,1,iron nugget,,,,,,,NFS,200,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,0,1.0.0,Housewares,371,174,2ep7S8GmDoqMHTzTo
    STANDARD UMBRELLA STAND    ,3,iron nugget,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,907,169,vXFQZrMwx56imYidt
CHERRY-BLOSSOM WAND,3,cherry-blossom petal,3,star fragment,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Tools,2690,537,TRZ2p8L58k3FvGpPJ
  PEAR BED  ,10,pear,6,softwood,,,,,,,,,NFS,200,NA,Jock villagers,,100,1.0.0,Housewares,1601,186,cGN8QeEJjgtfZJnqv
  acoustic guitar  ,8,softwood,3,iron nugget,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Housewares,406,44,Y62RymJYgbmZEyQon
  windflower fan  ,3,red windflowers,2,iron nugget,,,,,,,,,NFS,200,NA,Lazy villagers,,50,1.0.0,Miscellaneous,3500,503,6Fz77bGPrTCrYNffT
  BUNNY DAY WREATH  ,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Wall-mounted,3740,707,296Ws5ikbL8hMv3ZC
  gold rose crown  ,6,gold roses,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3616,460,RAj5rwhgZgfNLzsTh
  bamboo stopblock  ,3,bamboo piece,,,,,,,,,,,NFS,200,NA,Jock villagers,,50,1.0.0,Housewares,2412,154,g6cSM6je3YN47KiMD
tea table,12,hardwood,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,400,33,k7Auf6dj296Eyu2QP
sagittarius arrow,3,star fragment,2,Sagittarius fragment,2,gold nugget,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Wall-mounted,2308,376,E3TJjo97BMNgHWPAH
  simple mum crown  ,6,green mums,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3605,260,Pib8R6Z4czejLxJK3
    orange hat    ,5,orange,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Headwear,1381,624,yqpHcrzwzywbANi6S
  CHERRY DRESS  ,8,cherry,,,,,,,,,,,NFS,200,NA,Peppy villagers,,100,1.0.0,Dresses,1482,612,XeA7zE2nkf38vLXR2
  MOUNTAIN STANDEE  ,4,wood,5,softwood,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,380,584,zAFMi693PuR7nPnMs
mush log,2,skinny mushroom,1,log stool,,,,,,,,,NFS,200,NA,Balloons,Only available during Mushroom Season,0,1.0.0,Housewares,3001,136,FMN3xak2uqjTCo47s
hyacinth wand,1,pink hyacinths,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3676,524,SfyT7DJYnMvjQmSRX
    asteroid    ,5,star fragment,10,stone,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2203,235,BPNHraJWRXYZahLoJ
log round table,15,hardwood,,,,,,,,,,,NFS,200,NA,Peppy villagers,,0,1.0.0,Housewares,334,111,aveZx5Dz7zLGfBiS7
    PEACH UMBRELLA    ,7,peach,,,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Umbrellas,1580,620,bpoAgczMK3d6dmtte
IRONWOOD CUPBOARD,12,wood,6,iron nugget,1,ironwood dresser,,,,,,,NFS,200,NA,Snooty villagers,,100,1.0.0,Housewares,1006,92,bFD87nMsrphrQcGhi
fish bait,1,manila clam,,,,,,,,,,,NFS,200,NA,Digging up clams,,0,1.0.0,Other,131,191,XSQzMk4R5tzbPbToi
  WOODEN-MOSAIC WALL  ,15,wood,,,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Wallpaper,521,310,TYGjpCGthu9jgA5ty
  STARRY-SKY WALL  ,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Wallpaper,2250,294,k4Fuy56j7X2gnPbhq
  WOODEN-BLOCK BOOKSHELF  ,1,wooden-block toy,3,softwood,,,,,,,,,NFS,200,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny.,0,1.0.0,Housewares,357,62,ncMTEpvQfe9SGvipJ
  TABLETOP FESTIVE TREE  ,5,gold ornament,3,tree branch,2,clay,,,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Miscellaneous,3402,388,kNa25SiznwzDANzYb
  ice flooring  ,1,large snowflake,8,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Floors,3260,288,r4NnQCo7BTJX7QwLd
FROZEN TREE,1,large snowflake,8,snowflake,,,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3209,145,CiiuZA9ZJhtjTrD8C
STALL,12,wood,,,,,,,,,,,NFS,200,2000,Nook Miles Exchange,,0,1.0.0,Housewares,438,596,Et4TyaGdqojFhBPej
    THREE-TIERED SNOWPERSON    ,1,large snowflake,6,snowflake,2,tree branch,,,,,,,NFS,200,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3210,364,XhwGfK9fy9iaq8qwt
  brick oven  ,8,clay,2,iron nugget,6,wood,,,,,,,NFS,200,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,0,1.0.0,Housewares,706,58,HKzfxMGvbz6Xhni9E
    stacked-wood wall    ,15,hardwood,,,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Wallpaper,528,314,NNmn5yJHFnwDWkcRN
  WOOD-EGG SHOES  ,2,wood egg,,,,,,,,,,,NFS,200,NA,Collecting wood eggs,Only available during Bunny Day,0,1.1.0a,Shoes,3771,684,cEawPHH27B36anZsf
  IMPERIAL FENCE  ,6,wood,4,softwood,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,597,550,6xscDDXokkLGARAzw
    bamboo doll    ,6,young spring bamboo,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Spring,0,1.0.0,Housewares,2500,158,gc6yP5HuqTxEGBK48
  log garden lounge  ,12,hardwood,,,,,,,,,,,NFS,200,NA,Tom Nook; Peppy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,335,113,PDwJZtp2PN93N3NfZ
  SKY-EGG OUTFIT  ,3,sky egg,,,,,,,,,,,NFS,200,NA,Collecting sky eggs,Only available during Bunny Day,0,1.1.0a,Dresses,3773,686,weRPdpf2rNKk5M6To
  fancy lily wreath  ,3,orange lilies,3,pink lilies,3,yellow lilies,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Wall-mounted,3564,455,yj4Z2oGDi6Thvm89d
  ironwood kitchenette  ,4,wood,3,iron nugget,1,ironwood dresser,1,cutting board,,,,,NFS,200,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,0,1.0.0,Housewares,1007,91,Aws83WvmsMbK8mamt
  FRUIT BASKET  ,1,apple,1,pear,1,cherry,1,orange,1,peach,,,NFS,200,NA,Cranky villagers,,100,1.0.0,Miscellaneous,1900,56,sAtJ8kdcam2FX5MJb
  peach rug  ,6,peach,,,,,,,,,,,NFS,200,NA,Normal villagers,,100,1.0.0,Rugs,1570,545,qYQTQktpoWBckW63d
    RECYCLED BOOTS    ,2,boot,,,,,,,,,,,NFS,200,NA,Fishing up a boot,,0,1.0.0,Shoes,690,664,yqYz3fPAdv4nDcv9X
STONE LION-DOG,24,stone,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Housewares,816,570,qLZ2ZtquCBHWMF9Ke
    mums wand    ,1,yellow mums,,,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3671,531,jbWRPr9kP6jXS3SLW
LOG BENCH,5,hardwood,,,,,,,,,,,NFS,200,NA,Tom Nook; Normal villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,331,112,AQwJbwnFqY9yQ2XJ4
  cosmos wand  ,1,white cosmos,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,3672,528,qw6sc7YjNoXFjQt7J
cherry-blossom branches,8,cherry-blossom petal,4,tree branch,5,clay,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Housewares,2602,419,6P3zgNBfKCc3vZxjJ
    ORNAMENT WREATH    ,6,blue ornament,2,gold ornament,,,,,,,,,NFS,200,NA,Balloons,Only available during Festive Season,0,1.0.0,Wall-mounted,3440,226,rLcgugWkG2sntC7Lh
  cardboard bed  ,4,cardboard box,,,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,2133,497,egMT9pGzXF4tW2TcQ
SKI-SLOPE WALL,8,snowflake,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Winter,0,1.0.0,Wallpaper,3350,295,GpPrFGQc3wjpPYh2C
    matryoshka    ,5,softwood,,,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Miscellaneous,461,403,ogWXGmNDThxbXqgMG
  golden dung beetle  ,3,gold nugget,,,,,,,,,,,NFS,200,NA,Lazy villagers,,100,1.0.0,Miscellaneous,1131,601,XhKhDoMTgc8eAoJna
    SNOWFLAKE POCHETTE    ,6,snowflake,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Winter,0,1.0.0,Bags,3380,633,8b7zapAg4LJDda6Tk
    cool hyacinth crown    ,4,blue hyacinths,2,pink hyacinths,2,orange hyacinths,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3621,238,zRzWiZwk8nTjaPxy7
BAMBOO CANDLEHOLDER,3,bamboo piece,2,clay,,,,,,,,,NFS,200,NA,Snooty villagers,,50,1.0.0,Miscellaneous,2402,153,9FCcnLSsxLXkR2NEA
  bunny day merry balloons  ,1,earth egg,1,leaf egg,1,sky egg,,,,,,,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Housewares,3706,702,8JL8MamAW5zYTfT3J
    CHERRY-BLOSSOM-PETAL PILE    ,5,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Housewares,2600,418,Brh7tns5YQ2rzkYLN
  ironwood cart  ,6,wood,4,iron nugget,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Housewares,1001,85,MdPCQSxd8CnBRe9Ac
    sci-fi flooring    ,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Floors,2262,477,HYS6oTgQ85xyP8cuv
  cherry-blossom pochette  ,6,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Bags,2681,630,vh9iLeDKLo3LR8T4G
    simple wooden fence    ,6,softwood,,,,,,,,,,,NFS,200,1000,Nook Miles Exchange,,0,1.0.0,Fencing,588,656,ZGyfJBiFPk58dPFfn
  diy workbench  ,5,wood,5,hardwood,5,softwood,3,iron nugget,1,mini DIY workbench,,,NFS,200,NA,Big Sister villagers,,100,1.0.0,Housewares,302,263,sjr8rh3ZujiLscc3C
knight's helmet,5,iron nugget,,,,,,,,,,,NFS,200,NA,Cranky villagers,,100,1.0.0,Headwear,980,641,3u8tk4SyAemkHTRzz
    star wand    ,1,large star fragment,3,star fragment,,,,,,,,,NFS,200,NA,Celeste,,0,1.0.0,Tools,2291,523,yv5a3yQPS9tmBjhaP
    manhole cover    ,3,iron nugget,,,,,,,,,,,,200,800,Nook Miles Exchange,,0,1.0.0,Housewares,917,277,6Zi8pyz29evu2n464
  cosmos wand  ,1,white cosmos,3,star fragment,,,,,,,,,NFS,,NA,Celeste,,0,1.0.0,Tools,3672,528,qw6sc7YjNoXFjQt7J
  jungle flooring  ,10,clump of weeds,10,clay,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Floors,1260,470,8Dg67mD5L3628ZfXP
  BUNNY DAY CROWN  ,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,All villagers,Only available during Bunny Day,0,1.1.0a,Headwear,3780,693,ARB6gWR7MFyiPoP3b
PEACH CHAIR,10,peach,5,wood,,,,,,,,,,200,NA,Normal villagers,,100,1.0.0,Housewares,1500,187,nCJGnLxvqbshrxxxD
bamboo hat,10,clump of weeds,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Headwear,1284,607,p6dWvgRwv6574A7md
    cool windflower wreath    ,3,blue windflowers,3,pink windflowers,3,white windflowers,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Wall-mounted,3541,441,Aer6cEdrENAWFD4TP
    BAMBOO BENCH    ,8,bamboo piece,,,,,,,,,,,,200,NA,Normal villagers,,50,1.0.0,Housewares,2401,46,iRBcw227DDdksTz3J
BAMBOO CANDLEHOLDER,3,bamboo piece,2,clay,,,,,,,,,NFS,,NA,Snooty villagers,,50,1.0.0,Miscellaneous,2402,153,9FCcnLSsxLXkR2NEA
  raccoon figurine  ,6,clay,,,,,,,,,,,NFS,200,NA,Cranky villagers,,0,1.0.0,Housewares,705,520,c3iADXgcRcQv3cTF3
  VIRGO HARP  ,3,star fragment,2,Virgo fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2305,368,kWfYtKDBGdFbzayNq
  IRON HANGER STAND  ,3,iron nugget,,,,,,,,,,,,200,NA,Cranky villagers,,0,1.0.0,Housewares,906,365,sFNTL2NeXckRLskP7
  gold rose crown  ,6,gold roses,,,,,,,,,,,NFS,,NA,All Villagers,,200,1.0.0,Headwear,3616,460,RAj5rwhgZgfNLzsTh
  LOG PACK  ,3,wood,5,hardwood,,,,,,,,,NFS,,NA,Jock villagers,,0,1.0.0,Bags,570,638,fGoNxEDmgeZRehXXj
  bunny day bed  ,1,earth egg,1,stone egg,1,leaf egg,1,wood egg,1,sky egg,1,water egg,NFS,200,NA,Egg bottle; Egg balloon,Only available during Bunny Day,0,1.1.0a,Housewares,3704,698,FiJ85ZKnHbkjNQ7FF
    gemini closet    ,3,star fragment,2,Gemini fragment,2,gold nugget,6,stone,,,,,NFS,200,NA,Celeste,,0,1.0.0,Housewares,2302,377,jD3cfJDgrgBozKYnz
    DARK BAMBOO RUG    ,6,bamboo piece,,,,,,,,,,,,200,NA,Cranky villagers,,50,1.0.0,Rugs,2470,672,4FRs7iQAhxjseeyWP
wood-egg shell,2,wood egg,,,,,,,,,,,,,NA,Collecting wood eggs,Only available during Bunny Day,0,1.1.0a,Headwear,3769,682,Dokk8EnqpoFPBXD8R
  iron garden bench  ,8,iron nugget,,,,,,,,,,,,200,NA,Big Sister villagers,,0,1.0.0,Housewares,902,63,oDze7K3AbxFpni27M
net,1,flimsy net,1,iron nugget,,,,,,,,,,,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,0,1.0.0,Tools,108,283,FZBFrFQRtepzzWPFp
MAPLE-LEAF POCHETTE,6,maple leaf,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Bags,2981,631,7uFqbJaQoW2doC3B3
  green grass skirt  ,7,clump of weeds,,,,,,,,,,,NFS,,NA,Peppy villagers,,0,1.0.0,Bottoms,1287,605,mzQREt22Mh8reP5WY
  IRON DOORPLATE  ,2,iron nugget,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,50,1.0.0,Wall-mounted,940,468,ckD6nctsXhWjtaRmJ
  BARBELL  ,10,iron nugget,,,,,,,,,,,NFS,200,NA,Jock villagers,,0,1.0.0,Housewares,914,395,A3fKpbNzYnRZwYMbx
PURPLE HYACINTH CROWN,6,purple hyacinths,,,,,,,,,,,NFS,200,NA,All Villagers,,200,1.0.0,Headwear,3622,239,aHwaJQnuBTPrrjRtM
  boomerang  ,3,hardwood,,,,,,,,,,,NFS,200,NA,Lazy villagers,,50,1.0.0,Wall-mounted,481,171,rMasSCDby69z84Fai
PAN FLUTE,7,young spring bamboo,,,,,,,,,,,NFS,200,NA,Balloons,Only available during Spring,0,1.0.0,Tools,134,398,oEeGqoaMP9XdQE3NF
  bamboo stopblock  ,3,bamboo piece,,,,,,,,,,,,200,NA,Jock villagers,,50,1.0.0,Housewares,2412,154,g6cSM6je3YN47KiMD
    shell arch    ,3,sea snail,3,venus comb,3,sand dollar,3,coral,3,giant clam,3,cowrie,,,NA,Lazy villagers,,100,1.0.0,Housewares,2705,175,o6M2coQ6bLoDQsWBm
  BLOSSOM-VIEWING LANTERN  ,6,cherry-blossom petal,4,hardwood,,,,,,,,,NFS,200,NA,Balloons,Only available during Cherry-Blossom Season,0,1.0.0,Housewares,2604,427,7dxFMY3pjTmv4D3QX
  cute lily crown  ,2,pink lilies,2,orange lilies,2,white lilies,,,,,,,,200,NA,All Villagers,,100,1.0.0,Headwear,3624,256,WNR9mPLvre4qtfrnQ
CHERRY UMBRELLA,7,cherry,,,,,,,,,,,,,NA,Peppy villagers,,100,1.0.0,Umbrellas,1480,614,pKzsdzbBmNX3hZd7R
cool windflower crown,3,blue windflowers,3,pink windflowers,,,,,,,,,NFS,200,NA,All Villagers,,100,1.0.0,Headwear,3601,241,8KsLNr5dskMACBgmg
  golden seat  ,5,gold nugget,,,,,,,,,,,NFS,200,NA,Snooty villagers,,200,1.0.0,Housewares,1103,133,EgGa9re6PRbpcCESz
  iron garden table  ,5,iron nugget,,,,,,,,,,,NFS,200,NA,Tom Nook; Big sister villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,901,65,LfmT6j46no2RNRXDi
    BASKET PACK    ,6,young spring bamboo,,,,,,,,,,,,200,NA,Balloons,Only available during Spring,0,1.0.0,Bags,2580,645,j2a3p7Gtpy8fW2Z5S
  natural square table  ,4,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Housewares,374,670,4nASdZyjax8qv3B8T
TREE'S BOUNTY LITTLE TREE,6,pine cone,4,acorn,1,hardwood,,,,,,,,200,NA,Balloons; Isabelle,Only available during Fall,0,1.0.0,Miscellaneous,2907,416,RgkwpSJpTC2nEc6vB
STONE LION-DOG,24,stone,,,,,,,,,,,NFS,200,NA,Smug villagers,,100,1.0.0,Housewares,816,570,qLZ2ZtquCBHWMF9Ke
  lunar rover  ,10,star fragment,10,iron nugget,4,old tire,,,,,,,NFS,,NA,Celeste,,0,1.0.0,Housewares,2226,373,bu2WXQC6ajuQYYejk
  WOODEN-BLOCK WALL CLOCK  ,1,wooden-block toy,2,softwood,1,iron nugget,,,,,,,NFS,,NA,Peppy villagers,,50,1.0.0,Wall-mounted,359,90,g9N9eFwC48vsPWz5e
    hearth    ,2,bamboo piece,5,iron nugget,4,clay,5,hardwood,,,,,,,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,0,1.0.0,Housewares,2407,217,HwZwNAuYqaBbwS2YL
    SHELL FOUNTAIN    ,5,giant clam,3,stone,,,,,,,,,NFS,200,NA,Lazy villagers,,0,1.0.0,Housewares,2701,180,FQcXcbtASXK7kdQ9Q
  INFUSED-WATER DISPENSER  ,2,apple,2,pear,2,cherry,2,orange,2,peach,2,coconut,NFS,,NA,Cranky villagers,,100,1.0.0,Miscellaneous,1901,400,t24vHrtE8fyRkzyWK
  frozen pillar  ,1,large snowflake,4,snowflake,,,,,,,,,NFS,,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,0,1.0.0,Housewares,3207,148,NLsTNAekFvRenddKs
fish bait,1,manila clam,,,,,,,,,,,NFS,200,NA,Digging up clams,,0,1.0.0,Other,131,191,XSQzMk4R5tzbPbToi
  golden watering can  ,1,watering can,1,gold nugget,,,,,,,,,NFS,200,NA,5-star town evaluation,,0,1.0.0,Tools,116,659,HShnyCLB3cPL5xNTx
    STONE WALL    ,10,stone,,,,,,,,,,,NFS,,NA,Smug villagers,,0,1.0.0,Wallpaper,850,318,jkx7FkcrQdSWPqno2
COLORED-LEAVES FLOORING,10,maple leaf,15,clump of weeds,,,,,,,,,NFS,200,NA,Balloons,Only available during Maple Leaf Season,0,1.0.0,Floors,2960,476,ENEvnncek9KfcwS9G
cancer table,3,star fragment,2,Cancer fragment,2,gold nugget,3,stone,,,,,NFS,,NA,Celeste,,0,1.0.0,Housewares,2303,371,FvH6DXMtKuuXbmRdS
  wooden simple bed  ,18,wood,,,,,,,,,,,,200,NA,Tom Nook; Lazy villagers,Obtained during the main storyline during the villager house development quest,0,1.0.0,Housewares,318,18,ayWFNoe5BBmR5JDde
  chocolate herringbone wall  ,15,softwood,,,,,,,,,,,NFS,200,NA,Smug villagers,,0,1.0.0,Wallpaper,525,313,TvTxY9NBsDvQfXAJH
  CUTTING BOARD  ,2,hardwood,1,iron nugget,,,,,,,,,NFS,200,NA,Normal villagers,,0,1.0.0,Miscellaneous,465,284,ebxdGKznZzRDMMccg
  dark lily wreath  ,10,black lilies,,,,,,,,,,,NFS,,NA,All Villagers,,200,1.0.0,Wall-mounted,3565,454,ExWh3urifQgJTCCH3
  wooden waste bin  ,4,wood,,,,,,,,,,,NFS,200,NA,Big Sister villagers,,0,1.0.0,Housewares,322,173,kJHkBWB2YyDQwJWDN
