Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
outdoor generator,Red,NA,NA,NA,No,No,No,NA,4900,1225,Red,Gray,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrOutdoorgenerator_Remake_0_0,0_0,7526,AE4mNC4ZFm3ujoeww
diner chair,Pink,NA,NA,NA,No,No,No,NA,1600,400,Pink,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrAmeretroChairS_Remake_4_0,4_0,4137,etH6kyvNhSox7ykbi
swinging bench,Dark wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,1440,Brown,Brown,2x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrSwingWood_Remake_4_0,4_0,1170,8jrgFCWbdiJHKT2Tq
wooden mini table,Cherry wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,NFS,720,Orange,Blue,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_2_3,2_3,7133,Qhp5PSoBJHkj6dYbW
plain wooden shop sign,White,Sign,Wanted,Flier,Yes,Yes,Yes,2,NFS,720,White,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignWood_Remake_1_1,1_1,3692,ttPWgmHuWJEd2RbCA
apple chair,Green apple,Fruit type,NA,NA,Yes,Yes,No,4,NFS,2480,Green,Yellow,1x1,NA,Crafting,,1.0.0,fancy,None,fruits,apple,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrFruitsChairApple_Remake_1_0,1_0,4134,rjPaqoEyZ2FHDjbkn
outdoor table,Black,NA,Light wood,Table,No,No,Yes,1,2200,550,Black,Beige,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,No,Table,Yes,Does not play music,No lighting,For sale,FtrOutdoortableM_Remake_1_5,1_5,3946,NzDEXjudspcNB2pRq
Mrs. Flamingo,Natural,NA,NA,NA,No,No,No,NA,3000,750,Pink,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,fancy,None,None,No,Animal,Yes,Does not play music,No lighting,For sale,FtrFlamingoFemale_Remake_0_0,0_0,336,ngYxzsgzeE7yb6wGa
refrigerator,Pink,NA,Fruits,Sticker area,No,No,Yes,2,5100,1275,Pink,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_2_3,2_3,2713,zxaCJuTYBD5f7RJTC
neutral corner,NA,NA,Yellow,Ring curtain,No,No,Yes,3,6100,1525,White,Yellow,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,sports ring,Yes,Sports,No,Does not play music,No lighting,For sale,FtrRingcornerNeutral_Remake_0_4,0_4,7152,TXbNqQZrvPhG76rYo
cute bed,White,NA,NA,NA,No,No,No,NA,12000,3000,White,Pink,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrCuteBedW_Remake_0_0,0_0,3624,T8S2qTcQ28PdMLM6v
wooden mini table,Dark wood,Paint color,None,Tablecloth,Yes,Yes,Yes,2,NFS,720,Brown,Brown,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableMini_Remake_3_0,3_0,7133,Wo6dByhNP45Gmquye
long bathtub,Light blue,NA,NA,NA,No,No,No,NA,7800,1950,Light blue,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtub_Remake_4_0,4_0,4080,B5qb4SJHTHfmeF5fw
den desk,Natural wood,NA,NA,NA,No,No,No,NA,10000,2500,Beige,Beige,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,den,None,None,den,No,Desk,No,Does not play music,No lighting,For sale,FtrDrawingTable_Remake_3_0,3_0,3783,yb89cGYFQDaxpNHMn
floor lamp,Natural,NA,Navy design,Lampshade,No,No,Yes,1,1400,350,Beige,Blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLamp_Remake_0_7,0_7,2561,wgDkJHPc7bg36vQsP
rock guitar,Natural wood,NA,Emblem logo,Sticker area,No,No,Yes,2,3100,775,Beige,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_5_4,5_4,1644,oPR8TGqEK3E4baC8q
floor seat,Black,NA,Pale grass green,Cushion,No,No,Yes,1,730,182,Black,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,child's room,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrFloorchair_Remake_3_0,3_0,3622,fuy7uYsthuoTM52to
modern office chair,Pink,NA,NA,NA,No,No,No,NA,2200,550,Pink,Gray,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,office,None,None,office,Yes,Chair,No,Does not play music,No lighting,For sale,FtrOfficeChair_Remake_5_0,5_0,832,LHnMMwJ2NZw6DCLwS
western-style stone,Brown,Stone,NA,NA,Yes,Yes,No,6,NFS,4500,Brown,Yellow,2x1,NA,Crafting,,1.0.0,garden,horror,None,None,No,Garden,Yes,Does not play music,No lighting,Not for sale,FtrGravestoneEuropean_Remake_3_0,3_0,3446,9RDskMcftcbkBytXD
refrigerator,Silver,NA,Fruits,Sticker area,No,No,Yes,2,5100,1275,Gray,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_7_3,7_3,2713,xKsrQDdy4rHAGsJu4
log round table,White wood,Lumber type,None,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Beige,Beige,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrLogTableLRound_Remake_2_0,2_0,4043,jk78fwGipvtzMNgCg
automatic washer,Pink,NA,NA,NA,No,No,No,NA,4500,1125,Red,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrWashingmachine_Remake_1_0,1_0,2740,wdpzZgQz8aJvnkY33
wooden chair,Pink wood,Paint color,NA,NA,Yes,Yes,No,1,NFS,720,Pink,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenChairS_Remake_7_0,7_0,1913,QL4Ga2FtzzfkJB3by
upright vacuum,Pink,NA,NA,NA,No,No,No,NA,2500,625,Pink,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_6_0,6_0,908,WpXJZfJBYnPWoHLYv
rock guitar,Coral pink,NA,Pop logo,Sticker area,No,No,Yes,2,3100,775,Pink,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_1_6,1_6,1644,hS2nukyD3caf68iyt
colorful wheel,Colorful numbers,NA,NA,NA,No,No,No,NA,2900,725,Colorful,Colorful,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,None,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrRoulette_Remake_0_0,0_0,1112,BEs85a3zkwegASuCm
refrigerator,White,NA,Notices,Sticker area,No,No,Yes,2,5100,1275,White,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_0_4,0_4,2713,wESLo3Mkp5pow5Gsh
frozen chair,Ice pink,Illumination,NA,NA,Yes,Yes,No,7,NFS,6200,Pink,Pink,1x1,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrIceChairS_Remake_2_0,2_0,3503,M35DqLtqijGpNAovk
ironwood DIY workbench,Walnut,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Brown,Black,2x1,NA,Crafting,,1.0.0,garage,None,ironwood,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_2_0,2_0,3943,yxzwNKrBRSCp9bctg
birthday table,Gorgeous,Variation,NA,NA,No,Yes,No,1,NFS,300,Gray,Colorful,2x2,NA,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Table,No,Does not play music,Candle,Not for sale,FtrBirthdayTable_Remake_5_0,5_0,3593,8Fr2EqPwEm9vN6PrK
frozen bed,Ice purple,Illumination,White,Bedding,Yes,No,Yes,8,NFS,9000,Purple,White,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,Yes,Bed,Yes,Does not play music,No lighting,Not for sale,FtrIceBedW_Remake_6_1,6_1,3502,SbJTdkCKieeuZu9ww
digital scale,Yellow,NA,Polka dots,Design,No,No,Yes,1,930,232,Yellow,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_4_2,4_2,3307,dSForS9ggvRKsra4G
cat tower,Beige,NA,NA,NA,No,No,No,NA,3000,750,Beige,Beige,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,For sale,FtrCattower_Remake_0_0,0_0,896,dESzzmpnPWP47WMBA
diner dining table,Yellow,NA,NA,NA,No,No,No,NA,6400,1600,Gray,Yellow,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,None,diner,None,No,Table,No,Does not play music,No lighting,For sale,FtrAmeretroTableM_Remake_2_0,2_0,4142,atJm7vTYpWdGeAC45
box sofa,Black,NA,NA,NA,No,No,No,NA,2700,675,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_7_0,7_0,1852,TenC8nDwwDGte4D87
harp,Dark brown,NA,NA,NA,No,No,No,NA,130000,32500,Brown,Orange,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrHarp_Remake_2_0,2_0,987,XJZ2mLcuLDjHe4rRu
studio spotlight,Orange,NA,NA,NA,No,No,No,NA,2100,525,Black,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,concert,None,None,Yes,Lamp,No,Does not play music,Spotlight,For sale,FtrLampSpot_Remake_2_0,2_0,7189,BdntShcBYvyKjkGhk
refrigerator,Blue,NA,Fruits,Sticker area,No,No,Yes,2,5100,1275,Blue,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_4_3,4_3,2713,JZrShDidxDfXea3tg
log extra-long sofa,Dark wood,Lumber type,Southwestern flair,Cushions,Yes,Yes,Yes,4,NFS,1920,Brown,Colorful,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaL_Remake_0_1,0_1,4044,kWAc3Wgxm4eYaMdLM
bamboo basket,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1120,Brown,Green,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Japanese Style,No,Does not play music,No lighting,Not for sale,FtrBambooBasket_Remake_2_0,2_0,3658,TEGzshjkjEi8xNENg
log bench,Orange wood,Lumber type,NA,NA,Yes,Yes,No,1,NFS,600,Orange,Beige,2x1,NA,Crafting,,1.0.0,garden,None,log,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrLogStoolL_Remake_1_0,1_0,4042,SuNySzCAMoc3no4Gs
log decorative shelves,Orange wood,Lumber type,Quilted,Mat,Yes,Yes,Yes,4,NFS,1560,Orange,Light blue,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrLogShelf_Remake_1_4,1_4,4036,ffvkbSpjTq8vqbxrr
drinking fountain,Ivory,Color,NA,NA,Yes,Yes,No,4,NFS,2700,Beige,Beige,1x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrDrinkingfountain_Remake_0_0,0_0,2319,8CZv66ph6jQhktPNM
outdoor bench,Red,NA,White,Seat,No,No,Yes,1,1300,325,Red,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_4_0,4_0,3947,9j2Bm8fScquXitmp9
upright piano,Black,NA,NA,NA,No,No,No,NA,53000,13250,Black,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrPianoUpright_Remake_0_0,0_0,1081,24ad8eStN6hPFHehG
cute bed,Blue,NA,NA,NA,No,No,No,NA,12000,3000,Blue,Black,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrCuteBedW_Remake_4_0,4_0,3624,NThCMdhEzLbbSn3kj
springy ride-on,White,NA,NA,NA,No,No,No,NA,NFS,10000,White,Green,1x1,2000,Nook Miles Shop,,1.0.0,facility,fancy,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrSpringrider_Remake_0_0,0_0,4379,yaf3NuR8y5nKjxA7X
mini DIY workbench,Natural,Paint color,NA,NA,Yes,Yes,No,4,NFS,2580,Beige,White,1x1,NA,Crafting,,1.0.0,garage,None,None,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchS_Remake_0_0,0_0,3122,jGazK6f7jbFxGXTXB
neutral corner,NA,NA,Red,Ring curtain,No,No,Yes,3,6100,1525,White,Red,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,sports ring,Yes,Sports,No,Does not play music,No lighting,For sale,FtrRingcornerNeutral_Remake_0_1,0_1,7152,JFMZWLqwiPaJG2bKB
wooden chair,Dark wood,Paint color,NA,NA,Yes,Yes,No,1,NFS,720,Brown,Brown,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenChairS_Remake_3_0,3_0,1913,TsboTaiYqynWXcQFp
studio spotlight,Pink,NA,NA,NA,No,No,No,NA,2100,525,Black,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,concert,None,None,Yes,Lamp,No,Does not play music,Spotlight,For sale,FtrLampSpot_Remake_4_0,4_0,7189,QmfKTz8ad3v4B62YY
rocking horse,Colorful,Paint color,NA,NA,Yes,Yes,No,1,NFS,600,Red,Blue,1x1,NA,Crafting,,1.0.0,child's room,fancy,None,None,Yes,Toy,No,Does not play music,No lighting,Not for sale,FtrRockinghorse_Remake_1_0,1_0,83,PnfktiMPc3uczaqET
effects rack,White,NA,Rock logo,Sticker area,No,No,Yes,3,6800,1700,White,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_1_3,1_3,950,HEzgTZRqx5e8iBads
electric guitar,Dark red,NA,Emblem logo,Sticker area,No,No,Yes,7,71000,17750,Red,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar2_Remake_0_4,0_4,1645,TttbJda3a677FcLYx
wooden table,Dark wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Brown,Light blue,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_3_3,3_3,3439,FYFdKvqbg5nNXqZxc
DJ's turntable,White,NA,Chic logo,Flag,No,No,Yes,4,9300,2325,White,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_1_2,1_2,941,JonDQGorD3o3MrrwT
plain wooden shop sign,Dark wood,NA,Ad,Flier,Yes,No,Yes,2,NFS,720,Brown,Blue,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignWood_Remake_2_2,2_2,3692,ojdzL3vSyKboTS7WQ
changing room,Dark brown,NA,Pink,Curtain,No,No,Yes,2,3700,925,Brown,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_4,3_4,1816,cQ2G6AawfmoCrZhGW
barbecue,Red,NA,NA,NA,No,No,No,NA,2500,625,Red,Colorful,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrBarbecuegrill_Remake_0_0,0_0,330,4iaPhJhwanmxMDFs5
loft bed with desk,Brown,NA,Yellow,Bedding,No,No,Yes,3,7700,1925,Red,Yellow,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_1_4,1_4,3621,eszCpm4ENWZ38uwh7
scarecrow,NA,NA,NA,NA,Yes,No,No,NA,NFS,130,Beige,Yellow,1x1,NA,Crafting,,1.0.0,garden,horror,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrScarecrow,NA,1120,LshGzL3LLw673uFaH
rock guitar,Coral pink,NA,Emblem logo,Sticker area,No,No,Yes,2,3100,775,Pink,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_1_4,1_4,1644,xxXXBjwEe2W97Nahc
simple panel,Light gray,NA,Gold,Panel design,No,No,Yes,1,810,202,Gray,Yellow,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_0_7,0_7,5338,HPMeS5iP2yDPb2FcH
changing room,Black,NA,Purple,Curtain,No,No,Yes,2,3700,925,Black,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_1,4_1,1816,FrfbchYxYejDNhdfs
peach chair,White peach,Fruit type,NA,NA,Yes,Yes,No,4,NFS,2600,Pink,Brown,1x1,NA,Crafting,,1.0.0,fancy,None,fruits,peach,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrFruitsChairPeach_Remake_0_0,0_0,4127,GEqTmZe59S4EBjBg3
antique bed,Natural,NA,NA,NA,No,No,No,NA,28000,7000,Beige,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,expensive,antique,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrAntiqueBedW_Remake_1_0,1_0,3957,gMCFieFjJLX4yXBPJ
throwback hat table,Black & orange,NA,NA,NA,No,No,No,NA,3800,950,Black,Orange,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,child's room,fitness,throwback,None,No,Table,No,Does not play music,No lighting,For sale,FtrBoyTableL_Remake_3_0,3_0,4760,7vgDwfRbom5SXa5P5
angled signpost,Fishing Spot,Navigation,NA,NA,Yes,Yes,No,1,NFS,600,Beige,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrSignpostTilt_Remake_2_0,2_0,7867,uvn5kiMi84NMuesmb
hedge standee,Summer,Season,NA,NA,Yes,Yes,No,1,NFS,600,Green,Green,1x0.5,NA,Crafting,,1.0.0,school,None,None,standee,No,School,No,Does not play music,No lighting,Not for sale,FtrHariboteHedge_Remake_2_0,2_0,531,X2y68ErH9peY5GwHf
medium cardboard boxes,NA,NA,NA,NA,Yes,No,No,NA,NFS,240,None,None,2x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrMovingboxM,NA,3411,eN3vqv37rnf88uiv5
simple panel,Black,NA,Mud wall,Panel design,No,No,Yes,1,810,202,Black,Beige,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_1_5,1_5,5338,cnjoDGw74MBhjDrMr
old sewing machine,Black,NA,NA,NA,No,No,No,NA,2200,550,Orange,Black,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,FtrSewingmachineRetro_Remake_0_0,0_0,1127,HwvDtQKqJxZaq8hst
clothes closet,Blue,NA,NA,NA,No,No,No,NA,3100,775,Blue,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrFashioncase_Remake_3_0,3_0,9502,sbgK84SGbat5jxKMR
double sofa,Red,NA,NA,NA,No,No,No,NA,4300,1075,Red,Red,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrSofaL_Remake_0_0,0_0,2554,tFNMuK8wMPgBbcQSR
wooden double bed,Blue,Paint color,Pink,Bedding,Yes,Yes,Yes,6,NFS,3600,Blue,Pink,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedW_Remake_6_1,6_1,7132,FMHdXnfvAdQsSPFgF
crescent-moon chair,Yellow,Color,NA,NA,Yes,Yes,No,7,NFS,8500,Yellow,Yellow,2x1,NA,Crafting,,1.0.0,space,fancy,stars,None,Yes,Chair,No,Does not play music,Fluorescent,Not for sale,FtrStarMoonChairL_Remake_0_0,0_0,6829,ZRd7rA38D9gF5NJDL
antique mini table,Brown,NA,NA,NA,No,No,No,NA,6700,1675,Brown,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,expensive,antique,None,No,Table,No,Does not play music,No lighting,For sale,FtrAntiqueTableS_Remake_0_0,0_0,3958,WZyBrwSZD4wZtqcBJ
baby chair,Yellow,NA,Train,Cushion,No,No,Yes,1,1200,300,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_2_3,2_3,3305,TaiysCHzEZcmoaWxh
red corner,NA,NA,Yellow,Ring curtain,No,No,Yes,3,6100,1525,White,Yellow,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,None,None,sports ring,Yes,Sports,No,Does not play music,No lighting,For sale,FtrRingcornerRed_Remake_0_4,0_4,7151,dPi7khPauzwhS2SrC
electric guitar,Marine emerald,NA,Chic logo,Sticker area,No,No,Yes,7,71000,17750,Light blue,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar2_Remake_4_2,4_2,1645,AwHjisNnQxRauHZTG
log bed,Orange wood,Lumber type,Bears,Bedding,Yes,Yes,Yes,6,NFS,3600,Orange,Brown,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrLogBedW_Remake_1_2,1_2,4041,dn594ZdqymwuaJzBC
digital scale,Blue,NA,Black stripes,Design,No,No,Yes,1,930,232,Blue,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_3_3,3_3,3307,Y96wR5hkMNag3bXjL
Bunny Day table,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Red,Pink,1x1,NA,Crafting,,1.1.0a,fancy,None,Bunny Day,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrEggTableS,NA,12436,QKMYK4KTjkZWeaduf
