Name,Species,Gender,Personality,Hobby,Birthday,Catchphrase,Favorite Song,Style 1,Style 2,Color 1,Color 2,Wallpaper,Flooring,Furniture List,Filename,Unique Entry ID
gwen,Penguin,Female,Snooty,Fashion,23-Jan,h-h-h-hon,Drivin',Gorgeous,Elegant,Green,White,ice wall,ice flooring,3468;1840;5165;3498;3498;4017;3505;4338;3502;9766;4279;4030,pgn05,jFBkwJJrXK4mJ2giR
MOTT,Lion,Male,Jock,Fitness,10-Jul,cagey,K.K. Fusion,Active,Elegant,Blue,Green,green molded-panel wall,pine-board flooring,4125;2560;4003;3584;7132;3701;3490;1241;3702;3438;4111,lon06,upZ67GQyTzKPGCLm8
  Flip  ,Monkey,Male,Jock,Music,21-Nov,rerack,K.K. Rally,Active,Simple,Blue,Yellow,cherry-blossom-trees wall,gravel flooring,10743;1185;1802;1234;6831;6831;710;2014;954;3400;4026;10742;3617;667,mnk06,ADkNZkrRxdSrfGFH8
  gladys  ,Ostrich,Female,Normal,Education,15-Jan,stretch,K.K. Folk,Elegant,Cute,Green,Pink,shoji screen,tatami,4033;7047;7865;7682;1029;725;3230;7048;7681,ost01,ZSLn6jgRc5W4oZA4f
kitt,Kangaroo,Female,Normal,Education,11-Oct,child,Stale Cupcakes,Elegant,Simple,Purple,Red,arched-window wall,simple white flooring,4041;1081;3681;3270;4043;4027;3282;6818;5543;742;8395;9547;88;794;1495,kgr00,jjReK7y42rnNZmQe6
  Kidd  ,Goat,Male,Smug,Education,28-Jun,wut,K.K. Tango,Elegant,Cool,Gray,White,gray molded-panel wall,purple desert-tile flooring,2554;4052;4080;4129;2776;1851;742;794;4046;4030;4114;4017,goa07,Pv4qNLnQ4NquvddfQ
  Wendy  ,Sheep,Female,Peppy,Fashion,15-Aug,lambkins,Space K.K.,Cool,Gorgeous,Red,Green,snowflake wall,simple white flooring,2713;1792;3586;2771;3438;7346;4028;4111;3251;7137;7132;1845;2560;1145;4003;7134;3467,shp09,YyW9WdsWe6EgMF4Mq
  agnes  ,Pig,Female,Big Sister,Play,21-Apr,snuffle,K.K. House,Simple,Elegant,Pink,White,gray molded-panel wall,arabesque flooring,4129;7236;7235;7802;896;3428;4027;7325;3958;7136;3951;3773;7801,pig17,jzWCiDPm9MqtCfecP
  Kyle  ,Wolf,Male,Smug,Music,6-Dec,alpha,K.K. Metal,Gorgeous,Cool,Black,White,gray shanty wall,steel flooring,1875;3681;1803;950;4338;9503;1645;1412;849;7161,wol10,Q68JosFG2FvzG7QC3
  DOC  ,Rabbit,Male,Lazy,Education,16-Mar,old bunny,Pondering,Simple,Elegant,Gray,Beige,classic-library wall,dark-block flooring,1326;3784;4125;4125;2012;3951;4106;794;3584;4030;4072;3683;3783;7348;7333;4016;1929,rbt10,iasth9JRLdRvLzuQ7
Phoebe,Ostrich,Female,Big Sister,Fitness,22-Apr,sparky,K.K. Flamenco,Gorgeous,Cool,Black,Red,magma-cavern wall,lava flooring,1430;7142;343;4081;4038;4003;4042;1870,ost10,HYJxoDdCoLS7uPdz9
mathilda,Kangaroo,Female,Snooty,Fitness,12-Nov,wee baby,K.K. Chorale,Cool,Gorgeous,White,Red,blue delicate-blooms wall,arabesque flooring,3615;3957;83;5543;3623;3952;915;3206;3958;3951;4069;794;7284,kgr01,GSsfXWFSF3FEdbcjA
  Bangle  ,Tiger,Female,Peppy,Fashion,27-Aug,growf,K.K. Soul,Gorgeous,Cute,Yellow,Green,yellow intricate wall,blue floral flooring,7137;7134;4003;4109;929;2554;7132;3438;4118;2560;1753;3270;3400;1501,tig03,DvL5iP2kNCNfwc6Mv
  drake  ,Duck,Male,Lazy,Play,25-Jun,quacko,K.K. Blues,Cool,Simple,Brown,Red,cabin wall,common flooring,85;2605;3122;4572;4044;2560;4338;4119;8035;3438;742;2731,duk09,CKAsCWnKjfQYG8R7v
  RENÉE  ,Rhino,Female,Big Sister,Music,28-May,yo yo yo,Surfin' K.K.,Cool,Active,Purple,Yellow,skull wall,tiger-print flooring,4141;941;4143;4142;3621;4144;1241,rhn08,ZyeqzXyxABEFXsS5c
  marcel  ,Dog,Male,Lazy,Play,31-Dec,non,Comrade K.K.,Simple,Cool,Green,Blue,modern shoji-screen wall,rush tatami,4393;3622;1849;3230;7047;10743;725;7323;7048;7323;717;10742;329,dog15,63FsmgrS7QPpFvL3N
Timbra,Sheep,Female,Snooty,Education,21-Oct,pine nut,K.K. Love Song,Elegant,Gorgeous,Green,Brown,beige art-deco wall,dark parquet flooring,1103;4041;4039;7134;4037;918;3959;4036;742;6078;6079;5975;6075;8036,shp10,yafB94xabfKKPPNSp
Punchy,Cat,Male,Lazy,Play,11-Apr,mrmpht,Forest Life,Simple,Simple,Blue,Light blue,blue simple-cloth wall,jointed-mat flooring,7134;2605;3995;7133;3251;4003;2713;2560;957;7136,cat06,Q8Qds8CMWMnXTGbqf
  WADE  ,Penguin,Male,Lazy,Nature,30-Oct,so it goes,Stale Cupcakes,Simple,Gorgeous,Light blue,Blue,ice wall,ice flooring,3503;3984;3497;3982;3978;2255;5150;2269;2266;2274;2268;2270;2264;2267,pgn09,cy2hRtipGaiHEBPd8
Sparro,Bird,Male,Jock,Play,20-Nov,like whoa,I Love You,Active,Simple,Green,Gray,backyard-fence wall,sandlot,2556;1199;2329;1116;86;333;1631;2329,brd18,kyF7bCcryEzaErcTJ
Eloise,Elephant,Female,Snooty,Fashion,8-Dec,tooooot,K.K. Soul,Elegant,Simple,Green,Orange,yellow intricate wall,brown floral flooring,929;4052;4049;4053;4109;3275;4054;4076;3775;998;1050;3975;796,elp03,6QughAEZFkYZ5vKpw
  cesar  ,Gorilla,Male,Cranky,Fitness,6-Sep,highness,K.K. Cruisin',Cool,Elegant,Blue,Light blue,cityscape wall,simple blue flooring,4129;3681;4138;4046;4138;794;4138;1081;4138;4109;4109;3615;1845;9766;1798;4139;10244;4139;1870;4118;928,gor00,pDKMq8PfxWLXWrsvT
  static  ,Squirrel,Male,Cranky,Music,9-Jul,krzzt,Surfin' K.K.,Cool,Active,Black,Yellow,concrete wall,skull-print flooring,1241;793;4046;1645;4053;4052;7654;1644;8417;3275;3559;7528;4071,squ08,vqPjvoChWTNpj2t6E
  Beardo  ,Bear,Male,Smug,Education,27-Sep,whiskers,K.K. Milonga,Elegant,Elegant,Brown,Blue,blue-crown wall,simple purple flooring,3954;3561;2554;3784;3958;3951;3783;794;4009;1750,bea13,3XoqTm3LW4C4BvLBt
  Chow  ,Bear,Male,Cranky,Fitness,22-Jul,aiya,Imperial K.K.,Cool,Gorgeous,Black,White,bamboo-grove wall,bamboo flooring,3553;3553;3553;3557;3557;3658;5979;3555;3555;710;794,bea03,M3LhuYKZCmR5K9ckA
Sandy,Ostrich,Female,Normal,Nature,21-Oct,speedy,K.K. Soul,Simple,Cool,Light blue,White,blackboard wall,rosewood flooring,2554;3775;3775;1277;7348;3615;1845;3194;1032;3681;1866;3271;1875;3586;1161;4338;1606;3467,ost02,6t3MfdfbyRKwjgNPd
Deirdre,Deer,Female,Big Sister,Play,4-May,whatevs,K.K. Bossa,Simple,Simple,Orange,Orange,autumn wall,colored-leaves flooring,7142;4038;808;4003;6081;4708;805;1620;3808;6075;6078,der04,ibnMhhdYMGHYr9RAZ
Sprinkle,Penguin,Female,Peppy,Play,20-Feb,frappe,K.K. Marathon,Cute,Elegant,Light blue,White,ice wall,ice flooring,3500;3500;3499;3983;4376;3978;3978;5150;3982;3984,pgn14,5ffTHHjgjsXGAcsb3
  nana  ,Monkey,Female,Normal,Education,23-Aug,po po,K.K. Ballad,Cute,Cute,Pink,White,pastel dotted wall,cork flooring,2605;3616;3949;3439;2560;7465;4003;7133;1836;1913;929,mnk01,z95tvdzwWsxjXbpqP
fauna,Deer,Female,Normal,Nature,26-Mar,dearie,K.K. Stroll,Simple,Cute,Beige,White,red-brick wall,mint dot flooring,1557;1558;928;3251;2558;1561;4338;1565;9766;3618;915;4445;6078;5543;870,der00,kB5jGQAqkLnh8LxWy
Jitters,Bird,Male,Jock,Fitness,2-Feb,bzzert,K.K. Adventure,Active,Active,Yellow,Orange,stadium wall,backyard lawn,2010;2010;7264;2020;1149,brd04,TksYZm8hEYAeDWD2X
plucky,Chicken,Female,Big Sister,Play,12-Oct,chicky-poo,K.K. Island,Cool,Simple,Light blue,Yellow,tropical vista,starry-sands flooring,1708;7868;7868;7868;7868;7868;4046;4279;7868;1621;1866;3617;7345;667;4279,chn10,8v54MppXDZwDS2viK
  blaire  ,Squirrel,Female,Snooty,Fashion,3-Jul,nutlet,K.K. Bossa,Gorgeous,Elegant,Orange,Brown,arched-window wall,gold iron-parquet flooring,3943;3971;4027;7235;7538;7236;7232;4027;4027;7337;4054;3949;10244;4046;7234;7527,squ01,SjArzqyvbHAbgRz8D
Teddy,Bear,Male,Jock,Fitness,26-Sep,grooof,Mr. K.K.,Simple,Simple,Yellow,Orange,cabin wall,cork flooring,4044;1241;4041;4040;1288;4037;4119;4036;4338,bea00,JhB2GSBmZCpaqRGDv
  Cally  ,Squirrel,Female,Normal,Nature,4-Sep,WHEE,K.K. Stroll,Cute,Elegant,Red,Green,backyard-fence wall,daisy meadow,7236;1628;2319;1170;1620;6080;1624;333;3396;1082,squ11,DvkaYEh9vM2SXJLCc
Puck,Penguin,Male,Lazy,Fitness,21-Feb,brrrrrrrrr,K.K. March,Active,Simple,Blue,Red,ice wall,ice flooring,1452;3498;7281;4078;4013;7653;787;4015;290;287;3505;7800,pgn06,qnejmf3Q7jvCoBvw7
  CLAUDE  ,Rabbit,Male,Lazy,Nature,3-Dec,hopalong,Pondering,Simple,Simple,Black,Colorful,manga-library wall,simple white flooring,1241;3672;1759;2605;2560;4003;2554;3439;3438;7466;7599;2731,rbt11,PPFtt3uWkRQNMg2tZ
  Monty  ,Monkey,Male,Cranky,Education,7-Dec,g'tang,To The Edge,Cool,Cool,Yellow,Gray,autumn wall,forest flooring,10743;7142;3808;3805;808;4708;805;3806,mnk04,AB2WWajw4nPsxsQ5h
  Judy  ,Cub,Female,Snooty,Music,10-Mar,myohmy,K.K. Lullaby,Cute,Elegant,Pink,White,starry wall,blue dot flooring,6827;6827;6827;6827;1557;6827;6827;1565;6827;3208;1559;5543;6827;6827;6827;6827;6827;1836;2558;1558;4111;1561;3205,cbr19,nEbMBNS4EztR8Ysxv
Caroline,Squirrel,Female,Normal,Music,15-Jul,hulaaaa,Pondering,Cute,Gorgeous,Colorful,White,manga-library wall,wooden-knot flooring,3683;1598;9766;3697;3784;832;3195;4101;840;840;840;4122;4122;4122;7527;1899,squ06,Th3uHvMcYaf9eT2Df
graham,Hamster,Male,Smug,Education,20-Jun,indeed,Bubblegum K.K.,Simple,Cool,Green,Orange,server-room wall,monochromatic tile flooring,793;875;1126;929;1126;4125;1759;7159;7161;7528;10515;7160;2492;10514;1850;3590,ham02,D86CPtiT7ssiFexPE
  ANKHA  ,Cat,Female,Snooty,Nature,22-Sep,me meow,K.K. Bazaar,Gorgeous,Simple,Colorful,Brown,ancient wall,pyramid tile,3472;8608;5165;8825;3774;8825;8825;3065;3810,cat19,AWdRRws22EGTxC7vc
  BERTHA  ,Hippo,Female,Normal,Education,25-Apr,bloop,Two Days Ago,Cute,Elegant,Pink,White,white-rose wall,rose flooring,2554;3943;2605;2713;3270;3275;3193;3775;929;1783;4111;1227;4048;3194;4308,hip03,oMQnY9fuzdtPweuLi
Bea,Dog,Female,Normal,Nature,15-Oct,bingo,Drivin',Simple,Cool,Light blue,Green,blackboard wall,cork flooring,4053;2014;4129;1866;928;2014;1850;4003;4139;3619;3619;4139;3619;3619;3615;7337;4139;954;4107;1845,dog10,DkqHjENW8fRBE9uxG
  Henry  ,Frog,Male,Smug,Music,21-Sep,snoozit,K.K. Soul,Cool,Simple,Light blue,Blue,rustic-stone wall,modern wood flooring,4109;4129;3943;4118;7334;3193;4338;3191;918;920;3251;3271;3200;3270;928;1845;3562;1043;954;3282,flg19,RNats2ap2rGvbdcKn
  FRECKLES  ,Duck,Female,Peppy,Fashion,19-Feb,ducky,Marine Song 2001,Simple,Cute,Green,Colorful,lattice wall,bamboo flooring,4026;3943;7047;3672;3064;2274;3587;739;3583;3697;7369;3583;3615;724;7369;3699;3583;3583;4118,duk07,AcYKxih6FpRRyZDs4
rodeo,Bull,Male,Lazy,Fitness,29-Oct,chaps,K.K. Technopop,Simple,Cool,Black,Red,concrete wall,monochromatic tile flooring,793;3957;3784;1186;3783;3590;3490;2560;4125;4105,bul01,QNT5F2pjZixKpiD4D
  Henry  ,Frog,Male,Smug,Music,21-Sep,snoozit,K.K. Soul,Cool,Simple,Light blue,Blue,rustic-stone wall,modern wood flooring,4109;4129;3943;4118;7334;3193;4338;3191;918;920;3251;3271;3200;3270;928;1845;3562;1043;954;3282,flg19,RNats2ap2rGvbdcKn
rodeo,Bull,Male,Lazy,Fitness,29-Oct,chaps,K.K. Technopop,Simple,Cool,Black,Red,concrete wall,monochromatic tile flooring,793;3957;3784;1186;3783;3590;3490;2560;4125;4105,bul01,QNT5F2pjZixKpiD4D
  FRIGA  ,Penguin,Female,Snooty,Fashion,16-Oct,brrrmph,Farewell,Elegant,Gorgeous,Pink,Black,white subway-tile wall,stone tile,4052;4049;4047;4053;4048;2776;4051;3683;3498;1757;4045;4046;4054;4050;929;4030;4017;4003,pgn04,uk9DGWqzxRT4TEJbm
OLAF,Anteater,Male,Smug,Education,19-May,whiffa,K.K. Milonga,Elegant,Gorgeous,Red,Black,black-brick wall,simple red flooring,3957;3951;7190;1840;4030;3950;3954;863;2554,ant09,ar73BhCacgwhTNYnX
tia,Elephant,Female,Normal,Nature,18-Nov,teacup,K.K. Bossa,Cute,Elegant,Black,White,café-curtain wall,brown iron-parquet flooring,1627;2554;1866;1626;3194;3467;915;8395;2713;3251;7236;1845;3270;3618,elp10,2SK8tjSB8JvYLgPn9
Kiki,Cat,Female,Normal,Education,8-Oct,kitty cat,Only Me,Simple,Simple,Brown,Beige,mod wall,simple white flooring,3950;1081;3952;8465;3271;4003;915;3270;3943,cat04,QTwru2TFs99vCznLg
  Genji  ,Rabbit,Male,Jock,Fitness,21-Jan,mochi,King K.K.,Elegant,Simple,Green,Purple,gold-screen wall,mossy-garden flooring,3580;7393;6031;716;710;7282;5976;677;7391;725,rbt08,zFPwakzpAr8fmL4FM
  truffles  ,Pig,Female,Peppy,Fashion,28-Jul,snoutie,Neapolitan,Cute,Gorgeous,Green,Red,mod wall,brown honeycomb tile,2713;4003;3428;2561;7132;3616;3998;3952;7536;1888,pig01,3oNZnyk4zv3zJD2m5
APPLE,Hamster,Female,Peppy,Play,24-Sep,cheekers,I Love You,Cute,Simple,Colorful,Red,apple wall,simple white flooring,1792;3251;3490;7134;3122;928;2560;1783;7327;4003;2605;4134;3996;2596;9766;3400,ham01,bEHwPJ3GBDZaNE4Bd
vivian,Wolf,Female,Snooty,Education,26-Jan,piffle,K.K. Cruisin',Gorgeous,Elegant,Gray,Purple,white-brick wall,dark wood-pattern flooring,4015;3270;3971;4052;4053;3986;4118;4046;4338;4054;928;4076;3951;3948;1868;4027,wol08,tWyG3bE5fwvNNGpWM
Bree,Mouse,Female,Snooty,Fashion,7-Jul,cheeseball,K.K. Bossa,Elegant,Gorgeous,Black,Blue,white botanical-tile wall,blue desert-tile flooring,4052;4051;4049;2776;3775;4098;1840;4054;4003;1227;4048,mus03,6khpEinhKwWjzZh9S
Muffy,Sheep,Female,Big Sister,Music,14-Feb,nightshade,K.K. Sonata,Gorgeous,Elegant,Black,Purple,black botanical-tile wall,purple desert-tile flooring,1153;3449;7236;9642;1127;4027;1227;4048;7531;3957;3943;3560;7337;3442;1128,shp12,BMbfDZTTqMr8T4Jvt
  penelope  ,Mouse,Female,Peppy,Fashion,5-Feb,oh bow,Bubblegum K.K.,Cute,Gorgeous,Pink,Red,cute red wall,red dot flooring,3995;3998;7134;3997;3996;4017;1757;4002;4001;3624;4000;4003,mus17,L9mYm8tvKg32G85cv
  lionel  ,Lion,Male,Smug,Music,29-Jul,precisely,K.K. Moody,Gorgeous,Active,Green,Gray,cityscape wall,simple blue flooring,1840;3957;2554;3958;3951;794;3784;9766;2731;3783,lon08,EQYQEL4crTYEN9yJs
  al  ,Gorilla,Male,Lazy,Fitness,18-Oct,ayyyeee,Go K.K. Rider,Active,Active,Red,White,concrete wall,green rubber flooring,1452;4078;4013;833;4116;3697;7845;3307;3946;3960;7800,gor08,LBifxETQJGEaLhBjC
  Cally  ,Squirrel,Female,Normal,Nature,4-Sep,WHEE,K.K. Stroll,Cute,Elegant,Red,Green,backyard-fence wall,daisy meadow,7236;1628;2319;1170;1620;6080;1624;333;3396;1082,squ11,DvkaYEh9vM2SXJLCc
fuchsia,Deer,Female,Big Sister,Music,19-Sep,precious,K.K. Rock,Cool,Cool,Pink,Pink,pink shanty wall,brown floral flooring,2554;4129;3997;3195;3995;3621;4003;849;4002;3428;3996;1644,der06,Z98WrodjQxXZAACLA
mitzi,Cat,Female,Normal,Education,25-Sep,mew,K.K. Love Song,Simple,Simple,Brown,Beige,blue painted-wood wall,light herringbone flooring,2560;3251;2605;2713;7134;3562;7133;7136;1288,cat01,4DpkbYXeoySwonvkS
  CLAUDE  ,Rabbit,Male,Lazy,Nature,3-Dec,hopalong,Pondering,Simple,Simple,Black,Colorful,manga-library wall,simple white flooring,1241;3672;1759;2605;2560;4003;2554;3439;3438;7466;7599;2731,rbt11,PPFtt3uWkRQNMg2tZ
Rosie,Cat,Female,Peppy,Music,27-Feb,silly,Bubblegum K.K.,Cute,Cute,Pink,Red,purple dotted wall,blue-paint flooring,4002;1757;4000;3998;3995;4001;3997;3999;2605;3996;7137;3428;4003,cat02,NTwyXi4RAX4EKTcW6
  canberra  ,Koala,Female,Big Sister,Play,14-May,nuh uh,K.K. Island,Active,Cool,Green,Light blue,tropical vista,starry-sands flooring,3684;5150;3345;665;7148;1117;664;3468;7259;7259,kal08,ugiHobiK9QnmA22ym
Punchy,Cat,Male,Lazy,Play,11-Apr,mrmpht,Forest Life,Simple,Simple,Blue,Light blue,blue simple-cloth wall,jointed-mat flooring,7134;2605;3995;7133;3251;4003;2713;2560;957;7136,cat06,Q8Qds8CMWMnXTGbqf
MAC,Dog,Male,Jock,Fitness,11-Nov,woo woof,My Place,Active,Cool,Red,Black,ivy wall,sandlot,1631;7142;1799;3348;7802;3229;1620;4113;4393;4042;1432;3697,dog14,bLyixhvrCHgBYzvoX
SOLEIL,Hamster,Female,Snooty,Education,9-Aug,tarnation,K.K. Oasis,Cool,Gorgeous,Red,Yellow,imperial wall,imperial tile,5956;3971;6031;1840;3972;794;3973;3970;3974;4017;997;7282,ham04,EzZzup4KP8t2FvL8f
Eloise,Elephant,Female,Snooty,Fashion,8-Dec,tooooot,K.K. Soul,Elegant,Simple,Green,Orange,yellow intricate wall,brown floral flooring,929;4052;4049;4053;4109;3275;4054;4076;3775;998;1050;3975;796,elp03,6QughAEZFkYZ5vKpw
  tybalt  ,Tiger,Male,Jock,Play,19-Aug,grrrRAH,K.K. Groove,Active,Simple,Blue,Purple,blue-paint wall,tiger-print flooring,1452;7654;4138;7845;4139;1241;8298;7528;4141;4003;8417;4756,tig02,Q49mH4FY3BrgFDoyN
